#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1     1.33296     1.33296           0
           2      1.3324     1.33268 0.000197415
           3     1.33217     1.33251 0.000191723
           4     1.33211     1.33241 0.000167113
           5     1.33223     1.33237 0.000137515
           6     1.33213     1.33233 0.000120221
           7     1.33221     1.33232 0.000104319
           8     1.33217      1.3323 9.28298e-05
           9     1.33214     1.33228 8.42376e-05
          10     1.33219     1.33227 7.63182e-05
          11     1.33229     1.33227 6.93939e-05
          12     1.33222     1.33227 6.37483e-05
          13     1.33216     1.33226 5.93368e-05
          14     1.33213     1.33225  5.5845e-05
          15     1.33205     1.33224 5.37521e-05
          16     1.33213     1.33223 5.07833e-05
          17     1.33225     1.33223 4.78129e-05
          18     1.33205     1.33222 4.61754e-05
          19     1.33219     1.33222  4.3772e-05
          20     1.33212     1.33222 4.18737e-05
          21     1.33222     1.33222 3.98818e-05
          22     1.33201     1.33221 3.91862e-05
          23     1.33202      1.3322 3.83356e-05
          24     1.33215      1.3322 3.67862e-05
          25     1.33212     1.33219 3.54512e-05
          26     1.33223     1.33219 3.41203e-05
          27     1.33226      1.3322 3.29395e-05
          28     1.33213     1.33219 3.18543e-05
          29     1.33218     1.33219 3.07599e-05
          30     1.33224      1.3322 2.97714e-05
          31      1.3322      1.3322 2.88111e-05
          32     1.33208     1.33219  2.8147e-05
          33     1.33215     1.33219 2.73208e-05
          34     1.33209     1.33219  2.6668e-05
          35     1.33225     1.33219   2.597e-05
          36     1.33213     1.33219 2.53048e-05
          37     1.33212     1.33219 2.46799e-05
          38      1.3322     1.33219 2.40329e-05
          39     1.33218     1.33219 2.34174e-05
          40     1.33227     1.33219 2.29157e-05
          41     1.33217     1.33219 2.23635e-05
          42     1.33192     1.33218 2.27086e-05
          43     1.33192     1.33218 2.29554e-05
          44     1.33197     1.33217 2.29021e-05
          45     1.33201     1.33217 2.26627e-05
          46     1.33197     1.33216 2.25566e-05
          47     1.33214     1.33216 2.20811e-05
          48     1.33213     1.33216 2.16323e-05
          49     1.33217     1.33216 2.11913e-05
          50     1.33213     1.33216 2.07784e-05
          51     1.33192     1.33216 2.09212e-05
          52     1.33213     1.33216 2.05243e-05
          53     1.33215     1.33216 2.01372e-05
          54     1.33223     1.33216 1.98108e-05
          55     1.33198     1.33215 1.97127e-05
          56     1.33202     1.33215 1.95048e-05
          57     1.33208     1.33215  1.9202e-05
          58     1.33197     1.33215 1.91261e-05
          59     1.33207     1.33215 1.88462e-05
          60     1.33209     1.33215  1.8559e-05
          61     1.33189     1.33214 1.87358e-05
          62     1.33182     1.33214 1.91285e-05
          63      1.3319     1.33213 1.91749e-05
          64     1.33187     1.33213  1.9307e-05
          65     1.33184     1.33212 1.95004e-05
          66     1.33172     1.33212 2.01585e-05
          67     1.33196     1.33211 2.00021e-05
          68      1.3317     1.33211  2.0604e-05
          69     1.33181      1.3321 2.07496e-05
          70     1.33187      1.3321 2.07113e-05
          71     1.33179      1.3321 2.08812e-05
          72     1.33174     1.33209 2.11693e-05
          73     1.33181     1.33209 2.12397e-05
          74     1.33195     1.33209  2.1029e-05
          75     1.33183     1.33208 2.10288e-05
          76     1.33188     1.33208  2.0927e-05
          77     1.33199     1.33208 2.06863e-05
          78       1.332     1.33208 2.04435e-05
          79      1.3321     1.33208 2.01872e-05
          80       1.332     1.33208 1.99559e-05
