#     BLOCK:  ACTUAL_PE:     PE_AVE:      ERROR:
           1  -0.0340557  -0.0340557           0
           2  -0.0513797  -0.0427177  0.00612496
           3   -0.110184  -0.0652064   0.0188105
           4   -0.193133  -0.0971882   0.0310831
           5   -0.241234   -0.125997   0.0358094
           6   -0.275513   -0.150917   0.0375229
           7   -0.296218   -0.171674   0.0374665
           8   -0.310122    -0.18898   0.0365623
           9   -0.345088   -0.206325   0.0363823
          10   -0.383774    -0.22407    0.036818
          11   -0.386304   -0.238819   0.0363049
          12   -0.351873    -0.24824   0.0344802
          13   -0.339888    -0.25529   0.0325406
          14   -0.363483   -0.263018   0.0311205
          15   -0.371026   -0.270218   0.0298672
          16   -0.386981   -0.277516   0.0288783
          17   -0.400591   -0.284756   0.0280724
          18   -0.376443   -0.289849    0.026971
          19   -0.361401   -0.293615    0.025813
          20   -0.385582   -0.298214   0.0249286
          21   -0.389493    -0.30256   0.0241175
          22    -0.37137   -0.305688   0.0232231
          23   -0.356024   -0.307877   0.0223163
          24   -0.379726    -0.31087   0.0215863
          25   -0.384648   -0.313821   0.0209236
          26   -0.419108   -0.317871    0.020507
          27    -0.38902   -0.320506   0.0199161
          28   -0.382837   -0.322732   0.0193288
          29    -0.40755   -0.325657   0.0188823
          30   -0.407788   -0.328395   0.0184503
          31   -0.417936   -0.331283   0.0180798
          32   -0.441411   -0.334725   0.0178393
          33   -0.459315     -0.3385   0.0176937
          34   -0.472461    -0.34244   0.0176066
          35   -0.441627   -0.345274   0.0173301
          36   -0.405306   -0.346942   0.0169287
          37   -0.415089   -0.348783   0.0165711
          38   -0.397789   -0.350073   0.0161851
          39   -0.401472   -0.351391   0.0158237
          40   -0.425729   -0.353249   0.0155368
          41   -0.416699   -0.354797   0.0152348
          42   -0.443086   -0.356899   0.0150164
          43   -0.468718   -0.359499   0.0148906
          44   -0.456386   -0.361701   0.0147141
          45    -0.43471   -0.363324   0.0144763
          46   -0.437724   -0.364941   0.0142516
          47   -0.430521   -0.366337   0.0140166
          48   -0.421466   -0.367485   0.0137715
          49   -0.422128     -0.3686   0.0135355
          50    -0.44815   -0.370191    0.013358
          51   -0.420012   -0.371168   0.0131318
          52    -0.38674   -0.371468   0.0128826
          53   -0.351888   -0.371098   0.0126449
          54   -0.368707   -0.371054   0.0124108
          55    -0.37111   -0.371055   0.0121851
          56   -0.352691   -0.370727   0.0119719
          57   -0.381337   -0.370913   0.0117634
          58    -0.39125   -0.371264   0.0115658
          59    -0.38768   -0.371542   0.0113731
          60   -0.401033   -0.372033   0.0111941
          61   -0.411357   -0.372678   0.0110292
          62   -0.389744   -0.372953   0.0108547
          63    -0.37988   -0.373063    0.010683
          64   -0.414175   -0.373706   0.0105354
          65    -0.45205   -0.374911    0.010442
          66   -0.489173   -0.376642   0.0104263
          67   -0.447288   -0.377697   0.0103239
          68   -0.431408   -0.378487   0.0102022
          69   -0.462783   -0.379708   0.0101273
          70   -0.502151   -0.381457   0.0101325
          71   -0.519614   -0.383403   0.0101749
          72   -0.471929   -0.384633   0.0101076
          73   -0.418754     -0.3851  0.00997996
          74    -0.40008   -0.385303  0.00984715
          75   -0.375154   -0.385167  0.00971678
          76    -0.42392   -0.385677   0.0096023
          77   -0.446927   -0.386473  0.00951049
          78   -0.459381   -0.387407  0.00943438
          79   -0.457259   -0.388292   0.0093563
          80   -0.464846   -0.389249  0.00928815
          81   -0.476864    -0.39033  0.00923625
          82   -0.465294   -0.391244  0.00916875
          83   -0.430677   -0.391719  0.00907058
          84   -0.386733    -0.39166  0.00896279
          85   -0.378986   -0.391511  0.00885859
          86     -0.3923    -0.39152  0.00875559
          87   -0.421582   -0.391866  0.00866176
          88   -0.390811   -0.391854  0.00856334
          89    -0.38523   -0.391779  0.00846745
          90   -0.418682   -0.392078  0.00837864
          91   -0.444694   -0.392656  0.00830649
          92   -0.445105   -0.393227  0.00823574
