#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1    -5.54134    -5.54134           0
           2    -5.53885    -5.54009     0.00088
           3    -5.53933    -5.53984 0.000622273
           4    -5.53837    -5.53947 0.000564026
           5    -5.54035    -5.53965 0.000477808
           6    -5.53967    -5.53965 0.000398189
           7    -5.53879    -5.53953 0.000359714
           8    -5.53819    -5.53936 0.000351697
           9    -5.53903    -5.53932 0.000314569
          10    -5.53859    -5.53925  0.00029142
          11    -5.54002    -5.53932 0.000273233
          12    -5.53782     -5.5392 0.000277618
          13    -5.53934    -5.53921 0.000256481
          14    -5.53769     -5.5391 0.000259984
          15    -5.53739    -5.53898 0.000266511
          16      -5.538    -5.53892 0.000256851
          17    -5.53855     -5.5389 0.000242688
          18     -5.5381    -5.53886 0.000233254
          19    -5.54108    -5.53897 0.000248549
          20    -5.53693    -5.53887 0.000256268
          21    -5.53837    -5.53885 0.000245153
          22    -5.53802    -5.53881 0.000236891
          23    -5.53881    -5.53881 0.000226592
          24    -5.53847     -5.5388 0.000217586
          25    -5.53896     -5.5388 0.000208986
          26    -5.53677    -5.53872 0.000215132
          27    -5.53737    -5.53867 0.000212884
          28    -5.53859    -5.53867 0.000205301
          29    -5.53769    -5.53864  0.00020097
          30    -5.53923    -5.53866 0.000195233
          31    -5.54035    -5.53871 0.000196453
          32    -5.53963    -5.53874 0.000192416
          33    -5.53842    -5.53873 0.000186827
          34    -5.53822    -5.53872 0.000181929
          35    -5.53828     -5.5387 0.000177154
          36    -5.53784    -5.53868 0.000173859
          37     -5.5375    -5.53865 0.000172075
          38     -5.5361    -5.53858 0.000180106
          39    -5.53759    -5.53855 0.000177266
          40    -5.53868    -5.53856 0.000172863
          41     -5.5388    -5.53856 0.000168749
          42    -5.53972    -5.53859 0.000166977
          43     -5.5366    -5.53855 0.000169405
          44     -5.5388    -5.53855 0.000165657
          45     -5.5424    -5.53864 0.000182714
          46    -5.53814    -5.53863 0.000179066
          47    -5.53742     -5.5386 0.000177074
          48    -5.53764    -5.53858   0.0001745
          49    -5.53738    -5.53856 0.000172643
          50     -5.5394    -5.53857  0.00017002
          51    -5.53923    -5.53859 0.000167167
          52    -5.53695    -5.53855 0.000166899
          53    -5.53839    -5.53855  0.00016378
          54     -5.5378    -5.53854 0.000161329
          55       -5.54    -5.53856 0.000160581
