#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
           1        0.79        0.79           0
           2        0.79        0.79           0
           3        0.79        0.79           0
           4        0.79        0.79           0
           5        0.79        0.79           0
           6        0.79        0.79 4.30159e-09
           7        0.79        0.79  3.9825e-09
           8        0.79        0.79 3.72529e-09
           9        0.79        0.79 3.51224e-09
          10        0.79        0.79   3.332e-09
          11        0.79        0.79 3.17694e-09
          12        0.79        0.79 3.04169e-09
          13        0.79        0.79 5.06167e-09
          14        0.79        0.79 4.87755e-09
          15        0.79        0.79 4.71216e-09
          16        0.79        0.79 4.56253e-09
          17        0.79        0.79  4.4263e-09
          18        0.79        0.79 4.96705e-09
          19        0.79        0.79 4.83458e-09
          20        0.79        0.79 4.71216e-09
