#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
           1    0.747067    0.747067           0
           2    0.773933      0.7605  0.00949856
           3    0.763016    0.761339   0.0063693
           4    0.774545     0.76464  0.00556724
           5    0.765531    0.764819  0.00445664
           6    0.772298    0.766065  0.00388431
           7    0.770358    0.766678  0.00337747
           8    0.767193    0.766743   0.0029559
           9    0.771142    0.767232  0.00266758
          10    0.767478    0.767256  0.00240094
          11    0.772374    0.767722  0.00222729
          12    0.771839    0.768065  0.00206794
          13    0.771461    0.768326   0.0019253
          14    0.765167      0.7681  0.00180095
          15    0.756242     0.76731  0.00184625
          16    0.760089    0.766858  0.00178516
          17    0.771897    0.767155  0.00170458
          18    0.772746    0.767465  0.00163794
          19    0.757635    0.766948   0.0016314
          20    0.771011    0.767151  0.00156242
          21    0.766938    0.767141  0.00148806
          22    0.760191    0.766825  0.00145357
          23    0.775678     0.76721  0.00144043
          24    0.772628    0.767436  0.00139799
          25    0.755988    0.766978  0.00141507
          26    0.780178    0.767486  0.00144887
          27    0.764427    0.767372  0.00139963
          28    0.762163    0.767186  0.00136195
          29    0.771042    0.767319  0.00132146
          30     0.77196    0.767474  0.00128643
          31    0.763972    0.767361  0.00124988
          32     0.76269    0.767215  0.00121932
          33    0.768699     0.76726   0.0011832
          34    0.761675    0.767096  0.00115974
          35    0.768558    0.767137  0.00112736
          36     0.76716    0.767138  0.00109605
          37    0.769864    0.767212   0.0010689
          38    0.763014    0.767101  0.00104646
          39     0.76748    0.767111  0.00101967
          40    0.772432    0.767244  0.00100282
          41    0.759876    0.767064 0.000994332
          42    0.776289    0.767284  0.00099462
          43    0.755923     0.76702  0.00100597
          44    0.769063    0.767066 0.000984177
          45    0.778673    0.767324  0.00099553
          46    0.772315    0.767433 0.000979783
          47    0.761621    0.767309 0.000966706
          48    0.769253    0.767349 0.000947414
          49     0.75658     0.76713 0.000953232
          50    0.769687    0.767181 0.000935538
          51    0.787442    0.767578 0.000997987
          52    0.750425    0.767248  0.00103187
          53    0.771809    0.767334  0.00101598
          54    0.776158    0.767498  0.00101022
          55    0.773504    0.767607 0.000997739
          56    0.762929    0.767523 0.000983413
          57    0.768666    0.767543 0.000966365
          58     0.76563     0.76751 0.000950266
          59    0.771967    0.767586 0.000937157
          60    0.763746    0.767522 0.000923721
          61    0.773073    0.767613 0.000913049
          62    0.770452    0.767659  0.00089947
          63    0.755782     0.76747 0.000904733
          64    0.778031    0.767635 0.000905519
          65    0.773661    0.767728 0.000896321
          66    0.769868     0.76776 0.000883327
          67    0.759042     0.76763 0.000879675
          68    0.772865    0.767707 0.000870101
          69    0.762546    0.767632   0.0008607
          70    0.758147    0.767497 0.000859005
          71    0.765329    0.767466 0.000847449
          72    0.779368    0.767632 0.000851647
          73    0.766673    0.767619 0.000840082
          74    0.755029    0.767448  0.00084578
          75    0.765475    0.767422 0.000834912
          76    0.767238     0.76742  0.00082393
          77    0.783001    0.767622  0.00083771
          78    0.752625     0.76743 0.000848747
          79    0.782034    0.767615 0.000857899
          80     0.76184    0.767542 0.000850206
          81    0.772456    0.767603 0.000841871
          82     0.76028    0.767514 0.000836327
          83    0.778845     0.76765  0.00083732
          84    0.766459    0.767636 0.000827472
          85    0.770621    0.767671 0.000818481
          86    0.784869    0.767871 0.000833034
          87    0.749723    0.767663 0.000849174
          88    0.767513    0.767661 0.000839526
          89    0.758272    0.767555 0.000836695
          90    0.777684    0.767668 0.000834932
          91    0.756156    0.767541 0.000835285
          92    0.765284    0.767517 0.000826567
          93    0.771709    0.767562 0.000818907
          94    0.775852     0.76765  0.00081493
          95    0.765575    0.767628 0.000806644
          96    0.769872    0.767652  0.00079858
          97    0.774028    0.767717 0.000793048
          98    0.760806    0.767647 0.000788085
          99    0.768856    0.767659  0.00078022
         100    0.761973    0.767602 0.000774487
         101    0.765017    0.767577 0.000767242
         102    0.764279    0.767544 0.000760401
         103    0.752195    0.767395 0.000767481
         104    0.786549    0.767579 0.000781886
         105    0.776894    0.767668 0.000779456
         106    0.764719     0.76764 0.000772599
         107    0.763572    0.767602 0.000766313
         108    0.756835    0.767503 0.000765676
         109    0.772324    0.767547 0.000759928
         110     0.76593    0.767532 0.000753162
         111    0.770216    0.767556 0.000746765
         112    0.761277      0.7675 0.000742199
         113    0.765712    0.767484 0.000735799
         114    0.769961    0.767506 0.000729665
         115    0.765637     0.76749 0.000723501
         116    0.788178    0.767668 0.000738918
         117    0.753313    0.767546  0.00074272
         118    0.766519    0.767537 0.000736476
         119    0.759592     0.76747 0.000733308
         120    0.777897    0.767557 0.000732327
         121    0.768663    0.767566 0.000726332
         122     0.76112    0.767513 0.000722298
         123    0.770939    0.767541 0.000716962
         124    0.769539    0.767557 0.000711361
         125    0.765487    0.767541 0.000705863
         126    0.758347    0.767468 0.000704022
         127    0.778907    0.767558 0.000704218
         128    0.761511    0.767511 0.000700299
         129    0.773242    0.767555 0.000696278
         130    0.768444    0.767562 0.000690956
         131    0.772156    0.767597 0.000686571
         132    0.757076    0.767517 0.000685981
         133    0.755497    0.767427 0.000686751
         134    0.785552    0.767562 0.000694818
         135    0.767303     0.76756 0.000689674
         136    0.765617    0.767546 0.000684751
         137    0.774762    0.767599 0.000681776
         138     0.76495    0.767579 0.000677106
         139    0.756699    0.767501 0.000676744
         140    0.762412    0.767465 0.000672885
         141    0.780327    0.767556 0.000674268
         142    0.762006    0.767517 0.000670652
         143    0.771866    0.767547 0.000666651
         144    0.762679    0.767514 0.000662878
         145    0.764688    0.767494 0.000658593
         146    0.777643    0.767564  0.00065774
         147    0.772356    0.767596 0.000654073
         148    0.772441    0.767629 0.000650473
