#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1    -1.01983    -1.01983           0
           2       -1.02    -1.01992 5.86616e-05
           3       -1.02    -1.01994 4.51577e-05
           4       -1.02    -1.01996 3.59227e-05
           5       -1.02    -1.01997 2.96807e-05
           6       -1.02    -1.01997 2.52439e-05
           7       -1.02    -1.01998 2.19446e-05
           8       -1.02    -1.01998 1.94005e-05
           9       -1.02    -1.01998 1.73812e-05
          10       -1.02    -1.01998 1.57406e-05
          11       -1.02    -1.01998 1.43817e-05
          12       -1.02    -1.01999  1.3238e-05
          13       -1.02    -1.01999 1.22624e-05
          14       -1.02    -1.01999 1.14203e-05
          15       -1.02    -1.01999 1.06863e-05
          16       -1.02    -1.01999 1.00407e-05
          17       -1.02    -1.01999 9.46859e-06
          18       -1.02    -1.01999 8.95807e-06
          19       -1.02    -1.01999 8.49972e-06
          20       -1.02    -1.01999 8.08594e-06
