#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1      -3.426      -3.426           0
           2    -3.42209    -3.42405  0.00138219
           3    -3.42272     -3.4236  0.00099015
           4    -3.42398     -3.4237 0.000747011
           5    -3.42317    -3.42359 0.000605003
           6    -3.42197    -3.42332 0.000561361
           7    -3.42295    -3.42327 0.000483656
           8    -3.41916    -3.42276 0.000640583
           9     -3.4221    -3.42268 0.000573585
          10    -3.42328    -3.42274 0.000519328
          11    -3.42226     -3.4227 0.000473947
          12    -3.42443    -3.42284 0.000455818
          13    -3.42479    -3.42299 0.000444699
          14    -3.42346    -3.42303 0.000414203
          15    -3.42191    -3.42295 0.000393188
          16    -3.42485    -3.42307  0.00038617
          17    -3.42631    -3.42326 0.000407836
          18    -3.42638    -3.42343 0.000420486
          19    -3.42522    -3.42353 0.000408683
          20    -3.42368    -3.42354 0.000388324
          21    -3.42663    -3.42368 0.000396729
          22    -3.42474    -3.42373 0.000381582
          23    -3.42407    -3.42375 0.000365282
          24    -3.42317    -3.42372 0.000350848
          25     -3.4215    -3.42363 0.000347846
          26    -3.42134    -3.42355 0.000345462
          27    -3.42158    -3.42347 0.000340247
          28    -3.42588    -3.42356 0.000338791
          29    -3.42763     -3.4237 0.000354967
          30    -3.42512    -3.42375 0.000346263
          31    -3.42257    -3.42371 0.000337165
          32    -3.42463    -3.42374 0.000327852
          33    -3.42496    -3.42377 0.000320019
          34    -3.42508    -3.42381 0.000312899
          35    -3.42549    -3.42386 0.000307624
          36    -3.42402    -3.42386  0.00029911
          37    -3.42572    -3.42391 0.000295186
          38    -3.42555    -3.42396 0.000290522
          39     -3.4236    -3.42395 0.000283214
          40    -3.42669    -3.42402 0.000284308
          41    -3.42335      -3.424 0.000277833
          42    -3.42146    -3.42394 0.000277711
          43    -3.42236     -3.4239 0.000273679
          44    -3.42425    -3.42391 0.000267571
          45    -3.42426    -3.42392  0.00026174
          46    -3.42215    -3.42388 0.000258871
          47     -3.4247     -3.4239 0.000253946
          48    -3.42165    -3.42385 0.000252953
          49    -3.42003    -3.42377 0.000259529
          50    -3.42288    -3.42376  0.00025495
          51    -3.42145    -3.42371 0.000253932
          52    -3.42255    -3.42369 0.000250019
          53    -3.41957    -3.42361 0.000257067
          54    -3.42197    -3.42358 0.000254095
          55    -3.42375    -3.42358 0.000249494
          56    -3.42226    -3.42356 0.000246156
          57    -3.42468    -3.42358 0.000242622
          58    -3.42341    -3.42358 0.000238456
          59    -3.42715    -3.42364 0.000242002
          60    -3.42303    -3.42363 0.000238179
          61     -3.4238    -3.42363 0.000234291
          62    -3.42446    -3.42364 0.000230897
          63    -3.42277    -3.42363 0.000227652
          64    -3.42202     -3.4236 0.000225487
          65    -3.42083    -3.42356 0.000226009
          66    -3.42127    -3.42353 0.000225224
          67    -3.42138    -3.42349 0.000224128
          68    -3.42361     -3.4235 0.000220838
          69    -3.42566    -3.42353 0.000219858
