#     BLOCK:  ACTUAL_PE:     PE_AVE:      ERROR:
           1    -7.82336    -7.82336           0
           2    -7.76396    -7.79366   0.0210032
           3    -7.69564    -7.76099   0.0301283
           4    -7.65364    -7.73415   0.0324151
           5    -7.61151    -7.70962   0.0339673
           6    -7.56597    -7.68568   0.0357618
           7    -7.54143    -7.66507   0.0361055
           8    -7.52272    -7.64728   0.0357088
           9    -7.49848    -7.63075   0.0353623
          10    -7.46083    -7.61375   0.0356756
          11    -7.44588    -7.59849    0.035547
          12    -7.43149    -7.58458   0.0352039
          13    -7.40026     -7.5704   0.0352356
          14    -7.38359    -7.55705   0.0351547
          15    -7.35839    -7.54381   0.0352175
          16    -7.33341    -7.53066   0.0353864
          17    -7.30924    -7.51764   0.0356213
          18    -7.27231    -7.50401   0.0361557
          19    -7.23842    -7.49003    0.036856
          20    -7.19393    -7.47522   0.0378702
