#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
           1     0.93126     0.93126           0
           2    0.941641    0.936451  0.00367032
           3    0.978324    0.950408   0.0116563
           4     1.03339    0.971155   0.0199809
           5     1.06883    0.990691   0.0236819
           6     1.08896     1.00707   0.0247586
           7      1.1021     1.02064   0.0246647
           8     1.11531     1.03248   0.0242548
           9      1.1318     1.04351   0.0239389
          10     1.16371     1.05553   0.0243763
          11     1.17259     1.06617   0.0243726
          12     1.15488     1.07357   0.0234358
          13     1.14976     1.07943   0.0223539
          14     1.15921     1.08513   0.0214713
          15     1.16207     1.09026   0.0206434
          16      1.1465     1.09377   0.0196503
          17     1.15314     1.09726   0.0188021
          18     1.14365     1.09984   0.0179333
          19      1.1242     1.10112   0.0170353
          20     1.14402     1.10327    0.016318
          21      1.1644     1.10618   0.0157985
          22     1.18214     1.10963    0.015453
          23     1.19106     1.11317   0.0151813
          24     1.20287     1.11691   0.0150017
          25     1.21263     1.12074   0.0148823
          26     1.21364     1.12431   0.0147326
          27      1.2049      1.1273   0.0144861
          28     1.20592      1.1301   0.0142383
          29     1.20215     1.13259   0.0139624
          30     1.16998     1.13383   0.0135525
          31     1.15009     1.13436   0.0131254
          32     1.15404     1.13497   0.0127297
          33     1.17149     1.13608   0.0123919
          34     1.17101     1.13711     0.01207
          35     1.17434     1.13817   0.0117719
          36     1.16907     1.13903   0.0114761
          37     1.16867     1.13983   0.0111939
          38     1.19811     1.14136   0.0110039
          39      1.2157     1.14327   0.0108856
          40     1.20751     1.14488   0.0107312
          41     1.19113       1.146   0.0105286
          42     1.17199     1.14662   0.0102961
          43        1.15      1.1467    0.010057
          44     1.13795      1.1465  0.00983037
          45     1.15736     1.14674  0.00961488
          46     1.16348     1.14711  0.00941274
          47     1.18221     1.14785  0.00924204
          48     1.22326     1.14943  0.00918202
          49      1.2253     1.15097  0.00912426
          50     1.19809     1.15192   0.0089903
          51     1.19169      1.1527  0.00884779
          52     1.20337     1.15367  0.00873113
          53      1.2015     1.15457  0.00861291
          54     1.19657     1.15535  0.00848845
          55     1.19125       1.156  0.00835917
          56      1.1864     1.15655   0.0082275
          57     1.19824     1.15728   0.0081156
          58     1.20892     1.15817  0.00802437
          59     1.21138     1.15907  0.00793889
          60     1.20467     1.15983  0.00784287
          61     1.19734     1.16045  0.00773836
          62     1.18124     1.16078  0.00762082
          63     1.17493       1.161  0.00750316
          64      1.1694     1.16114  0.00738707
          65     1.16408     1.16118  0.00727356
          66     1.17366     1.16137  0.00716581
          67     1.17778     1.16162  0.00706304
          68     1.15921     1.16158  0.00695926
          69     1.12443     1.16104   0.0068792
          70      1.1201     1.16046  0.00680574
          71     1.11174     1.15977  0.00674438
          72     1.11707     1.15918  0.00667673
          73     1.15923     1.15918  0.00658527
          74     1.21163     1.15989  0.00653431
          75     1.24493     1.16102  0.00654482
          76     1.23829     1.16204   0.0065372
          77     1.20216     1.16256  0.00647304
          78     1.18726     1.16288  0.00639779
          79      1.1956     1.16329   0.0063302
          80     1.18941     1.16362  0.00625948
          81      1.1807     1.16383  0.00618576
          82     1.17411     1.16395  0.00611159
          83      1.1803     1.16415  0.00604113
          84     1.19777     1.16455  0.00598246
          85     1.20607     1.16504  0.00593199
          86     1.18731      1.1653  0.00586866
          87      1.1791     1.16546  0.00580335
          88     1.17904     1.16561  0.00573946
          89     1.20647     1.16607   0.0056933
          90     1.22593     1.16673  0.00566877
          91     1.21814      1.1673  0.00563455
          92     1.21313      1.1678  0.00559528
          93     1.22317     1.16839  0.00556671
          94     1.20521     1.16878  0.00552125
          95     1.21677     1.16929  0.00548619
          96     1.21455     1.16976  0.00544925
          97     1.20648     1.17014  0.00540621
          98     1.18526     1.17029  0.00535324
          99     1.17458     1.17034  0.00529935
         100     1.18557     1.17049  0.00524854
         101     1.21894     1.17097  0.00521845
         102     1.26828     1.17192  0.00525377
         103     1.25202      1.1727     0.00526
         104     1.22305     1.17319  0.00523166
         105     1.20077     1.17345  0.00518843
         106     1.17207     1.17343   0.0051395
         107     1.16056     1.17331  0.00509287
         108     1.16378     1.17323  0.00504648
         109     1.17049      1.1732  0.00500025
         110     1.17561     1.17322  0.00495484
         111     1.17205     1.17321  0.00491021
         112     1.18108     1.17328  0.00486687
         113     1.20736     1.17358  0.00483314
         114     1.21867     1.17398   0.0048069
         115     1.22591     1.17443  0.00478626
         116     1.21178     1.17475  0.00475582
         117      1.2215     1.17515  0.00473192
         118     1.20116     1.17537  0.00469695
         119     1.18326     1.17544  0.00465795
         120     1.17889     1.17547  0.00461922
         121     1.16443     1.17538  0.00458195
         122     1.14895     1.17516  0.00454951
         123     1.17391     1.17515  0.00451253
         124     1.21484     1.17547  0.00448748
         125     1.21336     1.17577  0.00446181
         126     1.21152     1.17606  0.00443541
         127     1.21071     1.17633  0.00440887
         128     1.18672     1.17641  0.00437517
         129     1.18201     1.17645  0.00434147
         130     1.18256      1.1765  0.00430833
         131     1.17749     1.17651  0.00427545
         132     1.18602     1.17658  0.00424367
         133     1.18068     1.17661  0.00421187
         134     1.15576     1.17646  0.00418331
         135     1.17269     1.17643  0.00415242
         136      1.2005     1.17661  0.00412565
         137     1.21219     1.17687  0.00410371
         138     1.19468     1.17699    0.004076
         139     1.18169     1.17703  0.00404682
         140     1.17241       1.177  0.00401805
         141     1.17533     1.17698  0.00398957
         142      1.1769     1.17698  0.00396147
         143     1.17529     1.17697  0.00393379
         144     1.16917     1.17692  0.00390684
         145     1.15438     1.17676  0.00388299
         146     1.18442     1.17681  0.00385675
         147     1.19461     1.17694  0.00383241
         148     1.18803     1.17701  0.00380725
         149     1.18236     1.17705  0.00378187
         150     1.18546      1.1771  0.00375707
         151     1.18534     1.17716  0.00373258
         152     1.17978     1.17717  0.00370807
         153     1.16837     1.17712  0.00368428
         154     1.16904     1.17706  0.00366073
         155     1.16691       1.177   0.0036377
         156     1.16919     1.17695  0.00361472
         157     1.16395     1.17687  0.00359265
         158     1.16093     1.17676  0.00357132
         159     1.15179     1.17661  0.00355232
         160     1.13803     1.17637  0.00353829
         161     1.13816     1.17613  0.00352426
         162      1.1624     1.17604  0.00350352
         163     1.17545     1.17604  0.00348203
         164     1.16623     1.17598  0.00346131
         165     1.15842     1.17587  0.00344197
         166     1.16652     1.17582   0.0034217
         167     1.15797     1.17571  0.00340288
         168     1.14957     1.17556  0.00338618
         169     1.17392     1.17555  0.00336616
         170     1.18705     1.17561  0.00334703
         171     1.16694     1.17556  0.00332785
         172     1.14513     1.17539   0.0033132
         173     1.14009     1.17518  0.00330032
         174     1.14987     1.17504  0.00328456
         175      1.1709     1.17501  0.00326588
         176     1.16778     1.17497  0.00324758
         177     1.15716     1.17487  0.00323079
         178     1.15647     1.17477  0.00321429
         179      1.1636     1.17471  0.00319694
         180     1.15206     1.17458  0.00318165
         181     1.16175     1.17451  0.00316487
         182     1.17034     1.17449  0.00314756
         183     1.16055     1.17441  0.00313128
         184     1.13327     1.17419  0.00312224
         185     1.12483     1.17392  0.00311673
         186     1.14052     1.17374  0.00310515
         187     1.14744      1.1736  0.00309173
         188     1.15157     1.17348   0.0030775
         189      1.1423     1.17332  0.00306564
         190     1.17024      1.1733  0.00304954
         191     1.18616     1.17337  0.00303432
         192     1.19486     1.17348  0.00302058
         193      1.2161      1.1737  0.00301299
         194       1.206     1.17387  0.00300206
         195     1.21476     1.17408  0.00299398
         196     1.22705     1.17435  0.00299087
         197     1.20569     1.17451  0.00297992
         198     1.18752     1.17457  0.00296559
         199     1.21421     1.17477  0.00295737
         200     1.22207     1.17501  0.00295203
         201     1.21453      1.1752  0.00294388
         202     1.21834     1.17542  0.00293704
         203     1.20655     1.17557  0.00292658
         204     1.19765     1.17568  0.00291423
         205     1.20199     1.17581  0.00290284
         206     1.21045     1.17598  0.00289361
         207     1.22719     1.17622  0.00289019
         208     1.23917     1.17653   0.0028921
         209     1.20149     1.17665  0.00288073
         210     1.19441     1.17673  0.00286825
         211     1.20563     1.17687  0.00285793
         212     1.21897     1.17707  0.00285134
         213     1.22098     1.17727  0.00284539
         214     1.20614     1.17741  0.00283529
         215     1.19009     1.17747  0.00282272
         216     1.23257     1.17772  0.00282115
         217     1.23973     1.17801  0.00282259
         218     1.22302     1.17821  0.00281719
         219      1.2343     1.17847  0.00281594
         220     1.23837     1.17874  0.00281627
         221     1.24047     1.17902  0.00281734
         222     1.21955      1.1792  0.00281056
         223      1.2056     1.17932  0.00280045
         224     1.19039     1.17937  0.00278839
         225     1.15535     1.17926  0.00277803
         226     1.14708     1.17912  0.00276939
         227       1.159     1.17903  0.00275861
         228     1.17161       1.179   0.0027467
         229     1.16812     1.17895  0.00273512
         230     1.14972     1.17883  0.00272618
         231     1.14529     1.17868  0.00271824
         232     1.16555     1.17862  0.00270711
         233     1.19611      1.1787  0.00269653
         234     1.21815     1.17887  0.00269027
         235     1.19131     1.17892  0.00267934
         236     1.15862     1.17883  0.00266937
         237     1.13456     1.17865  0.00266464
         238     1.13986     1.17849  0.00265842
         239     1.17632     1.17848  0.00264731
         240     1.17899     1.17848  0.00263628
         241     1.19543     1.17855  0.00262628
         242     1.20799     1.17867  0.00261825
         243     1.19798     1.17875  0.00260868
         244     1.19684     1.17882  0.00259904
         245     1.17891     1.17882  0.00258843
         246     1.16224     1.17876  0.00257879
         247      1.1527     1.17865   0.0025705
         248     1.13682     1.17848  0.00256567
         249     1.13769     1.17832  0.00256059
         250     1.13661     1.17815  0.00255577
         251     1.14444     1.17802  0.00254912
         252     1.16012     1.17795  0.00253999
         253     1.15868     1.17787  0.00253109
         254     1.17855     1.17787  0.00252113
         255      1.1799     1.17788  0.00251126
         256     1.16233     1.17782  0.00250218
         257     1.15945     1.17775  0.00249347
         258     1.17468     1.17774  0.00248383
         259     1.20138     1.17783  0.00247592
         260     1.21584     1.17797  0.00247071
         261     1.18742     1.17801   0.0024615
         262     1.18253     1.17803  0.00245217
         263     1.17829     1.17803  0.00244285
         264     1.15585     1.17794  0.00243504
         265     1.16814     1.17791  0.00242613
         266     1.17671      1.1779  0.00241701
         267       1.175     1.17789  0.00240799
         268     1.19114     1.17794  0.00239951
         269      1.2032     1.17804  0.00239243
         270     1.22707     1.17822  0.00239045
         271      1.2129     1.17835  0.00238505
         272     1.18566     1.17837  0.00237643
