#     BLOCK:   ACTUAL_P:     P_AVE:       ERROR:
           1    0.838688    0.838688           0
           2    0.839053     0.83887 0.000129118
           3    0.839503    0.839081 0.000192617
           4    0.839803    0.839262 0.000212741
           5    0.840143    0.839438 0.000232023
           6    0.840534    0.839621 0.000255332
           7    0.840813    0.839791 0.000269714
           8    0.840997    0.839942 0.000274898
           9    0.841266    0.840089 0.000280998
          10    0.841646    0.840245 0.000292882
          11    0.841879    0.840393  0.00030161
          12    0.842118    0.840537 0.000308828
          13    0.842463    0.840685 0.000318643
          14    0.842759    0.840833  0.00032851
          15    0.843138    0.840987  0.00034066
          16    0.843396    0.841137 0.000351064
          17    0.843867    0.841298 0.000365296
          18    0.844451    0.841473 0.000384706
          19    0.844858    0.841651 0.000403616
          20    0.845473    0.841842 0.000426265
