#     BLOCK:   ACTUAL_P:     P_AVE:       ERROR:
           1    0.858362    0.858362           0
           2    0.861229    0.859795  0.00101365
           3     0.86455     0.86138   0.0014598
           4    0.866519    0.862665  0.00156097
           5    0.868621    0.863856  0.00164154
           6    0.870901     0.86503  0.00173786
           7    0.872175    0.866051  0.00176405
           8    0.873077    0.866929  0.00174853
           9    0.874266    0.867744  0.00173391
          10    0.876145    0.868584  0.00175223
          11    0.876862    0.869337  0.00174708
          12    0.877688    0.870033  0.00173457
          13    0.879351     0.87075  0.00174295
          14    0.880167    0.871422  0.00174343
          15    0.881444     0.87209  0.00175055
          16     0.88266    0.872751  0.00176137
          17    0.883891    0.873406  0.00177546
          18    0.885843    0.874097  0.00180627
          19    0.887494    0.874802   0.0018437
          20    0.889647    0.875545  0.00189503
