#     BLOCK:   ACTUAL_KE:    KE_AVE:      ERROR:
           1       1.635       1.635           0
           2       1.635       1.635           0
           3       1.635       1.635           0
           4       1.635       1.635           0
           5       1.635       1.635  1.3328e-08
           6       1.635       1.635 1.21667e-08
           7       1.635       1.635   1.593e-08
           8       1.635       1.635 1.49012e-08
           9       1.635       1.635 1.40489e-08
          10       1.635       1.635  1.3328e-08
          11       1.635       1.635 1.42077e-08
          12       1.635       1.635 1.36028e-08
          13       1.635       1.635 1.30692e-08
          14       1.635       1.635 1.25938e-08
          15       1.635       1.635 1.21667e-08
          16       1.635       1.635 1.17804e-08
          17       1.635       1.635 1.14287e-08
          18       1.635       1.635 1.11067e-08
          19       1.635       1.635 1.08104e-08
          20       1.635       1.635 9.42432e-09
