#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1    -4.72732    -4.72732           0
           2    -4.72235    -4.72484  0.00175652
           3    -4.71592    -4.72186  0.00269322
           4    -4.71134    -4.71923  0.00304429
           5    -4.70643    -4.71667  0.00334316
           6    -4.70015    -4.71392  0.00375293
           7    -4.69545    -4.71128  0.00403936
           8    -4.69239    -4.70892  0.00416774
           9    -4.68807     -4.7066  0.00430036
          10    -4.68162     -4.7041  0.00453858
          11    -4.67768     -4.7017   0.0047193
          12     -4.6735    -4.69935  0.00487625
          13    -4.66843    -4.69697  0.00504811
          14    -4.66354    -4.69458  0.00522205
          15    -4.65706    -4.69208  0.00544034
          16    -4.65155    -4.68955  0.00565943
          17    -4.64208    -4.68676  0.00597576
          18    -4.63174     -4.6837  0.00637771
          19    -4.62284     -4.6805  0.00679896
          20    -4.61106    -4.67703  0.00729185
