#     BLOCK:  ACTUAL_PE:     PE_AVE:      ERROR:
           1    -6.36232    -6.36232           0
           2    -6.35735    -6.35984  0.00175652
           3    -6.35092    -6.35686  0.00269322
           4    -6.34634    -6.35423  0.00304429
           5    -6.34143    -6.35167  0.00334316
           6    -6.33515    -6.34892  0.00375293
           7    -6.33045    -6.34628  0.00403936
           8    -6.32739    -6.34392  0.00416774
           9    -6.32307     -6.3416  0.00430036
          10    -6.31662     -6.3391  0.00453858
          11    -6.31268     -6.3367   0.0047193
          12     -6.3085    -6.33435  0.00487625
          13    -6.30343    -6.33197  0.00504811
          14    -6.29854    -6.32958  0.00522205
          15    -6.29206    -6.32708  0.00544034
          16    -6.28655    -6.32455  0.00565943
          17    -6.27708    -6.32176  0.00597576
          18    -6.26674     -6.3187  0.00637771
          19    -6.25784     -6.3155  0.00679896
          20    -6.24606    -6.31203  0.00729185
