#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1   0.0872452   0.0872452           0
           2-1.15463e-12   0.0436226   0.0308459
           3-1.15463e-12   0.0290817   0.0237451
           4-1.15463e-12   0.0218113   0.0188892
           5-1.15463e-12    0.017449   0.0156069
           6-1.15463e-12   0.0145409   0.0132739
           7-1.15463e-12   0.0124636   0.0115391
           8-1.15463e-12   0.0109057   0.0102013
           9-1.15463e-12  0.00969392  0.00913951
          10-1.15463e-12  0.00872452  0.00827681
          11-1.15463e-12  0.00793139  0.00756228
          12-1.15463e-12  0.00727044  0.00696091
          13-1.15463e-12  0.00671117  0.00644789
          14-1.15463e-12   0.0062318  0.00600512
          15-1.15463e-12  0.00581635  0.00561913
          16-1.15463e-12  0.00545283  0.00527968
          17-1.15463e-12  0.00513207  0.00497884
          18-1.15463e-12  0.00484696   0.0047104
          19-1.15463e-12  0.00459186  0.00446938
          20-1.15463e-12  0.00436226  0.00425181
