#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1    -1.01987    -1.01987           0
           2       -1.02    -1.01993 4.77156e-05
           3       -1.02    -1.01996 3.67315e-05
           4       -1.02    -1.01997 2.92197e-05
           5       -1.02    -1.01997 2.41424e-05
           6       -1.02    -1.01998 2.05335e-05
           7       -1.02    -1.01998 1.78498e-05
           8       -1.02    -1.01998 1.57804e-05
           9       -1.02    -1.01999 1.41379e-05
          10       -1.02    -1.01999 1.28034e-05
          11       -1.02    -1.01999 1.16981e-05
          12       -1.02    -1.01999 1.07679e-05
          13       -1.02    -1.01999 9.97426e-06
          14       -1.02    -1.01999 9.28934e-06
          15       -1.02    -1.01999 8.69225e-06
          16       -1.02    -1.01999 8.16715e-06
          17       -1.02    -1.01999 7.70179e-06
          18       -1.02    -1.01999 7.28653e-06
          19       -1.02    -1.01999 6.91371e-06
          20       -1.02    -1.01999 6.57714e-06
