#     BLOCK:   ACTUAL_P:     P_AVE:       ERROR:
           1   0.0553646   0.0553646           0
           2   0.0593352   0.0573499  0.00140382
           3   0.0625702     0.05909  0.00170133
           4   0.0639826   0.0603132  0.00165839
           5   0.0656984   0.0613902  0.00163956
           6   0.0654153   0.0620611  0.00149727
           7   0.0648017   0.0624526  0.00133358
           8   0.0652368   0.0628006  0.00121144
           9   0.0652155   0.0630689  0.00110615
          10   0.0666751   0.0634295  0.00105268
          11   0.0669991    0.063754  0.00100576
          12   0.0665033   0.0639831 0.000947678
          13   0.0667874   0.0641989 0.000898995
          14   0.0654745     0.06429 0.000839386
          15   0.0657007    0.064384 0.000788678
          16   0.0651585   0.0644324  0.00074087
          17   0.0651029   0.0644719 0.000698338
          18   0.0653892   0.0645228 0.000661399
          19   0.0644138   0.0645171 0.000626613
          20   0.0670803   0.0646453 0.000608247
          21   0.0679575    0.064803 0.000599385
          22   0.0689243   0.0649903 0.000600702
          23   0.0684059   0.0651388 0.000592656
          24   0.0684265   0.0652758 0.000583579
          25   0.0662439   0.0653145 0.000561519
          26   0.0660564   0.0653431 0.000540647
          27   0.0663144    0.065379 0.000521818
          28   0.0660329   0.0654024 0.000503704
          29   0.0661518   0.0654282 0.000486997
