#     BLOCK:   ACTUAL_KE:    KE_AVE:      ERROR:
           1     1.66217     1.66217           0
           2     1.78125     1.72171   0.0421014
           3     1.87929     1.77424   0.0512577
           4     1.92221     1.81123    0.050043
           5      1.9728     1.84354   0.0493772
           6     1.96507      1.8638   0.0451112
           7     1.94611     1.87556     0.04017
           8     1.95905     1.88599   0.0364792
           9     1.95658     1.89384   0.0332584
          10     2.00327     1.90478   0.0316819
          11     2.01157     1.91449   0.0302526
          12     1.99781     1.92143   0.0285173
          13      2.0069     1.92801   0.0270709
          14     1.96602     1.93072    0.025273
          15     1.97331     1.93356   0.0237471
          16     1.95627     1.93498   0.0223053
          17     1.95637     1.93624   0.0210287
          18     1.96362     1.93776   0.0199154
          19     1.93492     1.93761   0.0188678
          20     2.01472     1.94147    0.018314
          21     2.04226     1.94627     0.01806
          22     2.06917     1.95185   0.0180825
          23     2.05482     1.95633   0.0178419
          24     2.05587     1.96048   0.0175739
          25     1.99049     1.96168   0.0169119
          26     1.98476     1.96256   0.0162847
          27     1.99183     1.96365   0.0157176
          28      1.9831     1.96434   0.0151716
          29     1.98791     1.96516   0.0146702
