#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1     1.61763     1.61763           0
           2     1.61711     1.61737 0.000186635
           3     1.61719     1.61731 0.000133476
           4      1.6172     1.61728 0.000102777
           5     1.61715     1.61726 8.55587e-05
           6     1.61721     1.61725  7.1657e-05
           7      1.6171     1.61723 6.45777e-05
           8     1.61697      1.6172 6.39549e-05
           9     1.61709     1.61718 5.79052e-05
          10     1.61701     1.61717 5.47519e-05
          11     1.61708     1.61716 5.03727e-05
          12     1.61712     1.61715 4.62644e-05
          13     1.61711     1.61715 4.28334e-05
          14     1.61716     1.61715 3.97751e-05
          15     1.61723     1.61716 3.74516e-05
          16     1.61721     1.61716 3.52398e-05
          17     1.61723     1.61716 3.34287e-05
          18     1.61728     1.61717 3.22126e-05
          19     1.61726     1.61718 3.08885e-05
          20     1.61708     1.61717 2.97297e-05
          21      1.6171     1.61717 2.85273e-05
          22     1.61709     1.61716 2.74385e-05
          23     1.61702     1.61716 2.69711e-05
          24     1.61708     1.61715 2.60393e-05
          25     1.61713     1.61715 2.50096e-05
          26     1.61717     1.61715 2.40594e-05
          27     1.61714     1.61715 2.31722e-05
          28     1.61716     1.61715 2.23457e-05
          29     1.61707     1.61715  2.1784e-05
