Numero_Lanci;Valore_Integrale
523799;0.999038
523899;0.999027
523999;0.999014
524099;0.999031
524199;0.999034
524299;0.999049
524399;0.99904
524499;0.999034
524599;0.999038
524699;0.999043
524799;0.999036
524899;0.999033
524999;0.999041
525099;0.999034
525199;0.999044
525299;0.999039
525399;0.999044
525499;0.999039
525599;0.999041
525699;0.999047
525799;0.999032
525899;0.999028
525999;0.999023
526099;0.999026
526199;0.999036
526299;0.999041
526399;0.999044
526499;0.999062
526599;0.999052
526699;0.999061
526799;0.999061
526899;0.99906
526999;0.999055
527099;0.999051
527199;0.999052
527299;0.999058
527399;0.999075
527499;0.999084
527599;0.999083
527699;0.99909
527799;0.999084
527899;0.999077
527999;0.999077
528099;0.999072
528199;0.999081
528299;0.999085
528399;0.999079
528499;0.999077
528599;0.999073
528699;0.999083
528799;0.999084
528899;0.999083
528999;0.999079
529099;0.999075
529199;0.999071
529299;0.999077
529399;0.999086
529499;0.999094
529599;0.99908
529699;0.999081
529799;0.999085
529899;0.999087
529999;0.999089
530099;0.999096
530199;0.999096
530299;0.9991
530399;0.999103
530499;0.999106
530599;0.999115
530699;0.999104
530799;0.999101
530899;0.999116
530999;0.999118
531099;0.999112
531199;0.999124
531299;0.99911
531399;0.999122
531499;0.999119
531599;0.999113
531699;0.999111
531799;0.999113
531899;0.999104
531999;0.999127
532099;0.999139
532199;0.999139
532299;0.999139
532399;0.999147
532499;0.999146
532599;0.999135
532699;0.99915
532799;0.999156
532899;0.999156
532999;0.99915
533099;0.999163
533199;0.999172
533299;0.999166
533399;0.999165
533499;0.999168
533599;0.999179
533699;0.99917
533799;0.999179
533899;0.999174
533999;0.999174
534099;0.999185
534199;0.999177
534299;0.999182
534399;0.999177
534499;0.999178
534599;0.999168
534699;0.999165
534799;0.999158
534899;0.999159
534999;0.999159
535099;0.999163
535199;0.999169
535299;0.999164
535399;0.999176
535499;0.999176
535599;0.999171
535699;0.999162
535799;0.999167
535899;0.999178
535999;0.999178
536099;0.999174
536199;0.999183
536299;0.999186
536399;0.999189
536499;0.999186
536599;0.999186
536699;0.99919
536799;0.999186
536899;0.999198
536999;0.999193
537099;0.999191
537199;0.999204
537299;0.999208
537399;0.999199
537499;0.99918
537599;0.999181
537699;0.999185
537799;0.999183
537899;0.999185
537999;0.999178
538099;0.999187
538199;0.9992
538299;0.999186
538399;0.999205
538499;0.999204
538599;0.999203
538699;0.999197
538799;0.999202
538899;0.99921
538999;0.999217
539099;0.99921
539199;0.99922
539299;0.999207
539399;0.999217
539499;0.999236
539599;0.999229
539699;0.999243
539799;0.999265
539899;0.999271
539999;0.999272
540099;0.99928
540199;0.999285
540299;0.999286
540399;0.999304
540499;0.999296
540599;0.999281
540699;0.999286
540799;0.999291
540899;0.999301
540999;0.999274
541099;0.99927
541199;0.999268
541299;0.999271
541399;0.999282
541499;0.999295
541599;0.999306
541699;0.999313
541799;0.999285
541899;0.999288
541999;0.999286
542099;0.999301
542199;0.999308
542299;0.999294
542399;0.999293
542499;0.999291
542599;0.999287
542699;0.99929
542799;0.999292
542899;0.999299
542999;0.999288
543099;0.999283
543199;0.999298
543299;0.999297
543399;0.999296
543499;0.999291
543599;0.999272
543699;0.999265
543799;0.999273
543899;0.999264
543999;0.999285
544099;0.999285
544199;0.999279
544299;0.999267
544399;0.999254
544499;0.999258
544599;0.999251
544699;0.999243
544799;0.999247
544899;0.999228
544999;0.999229
545099;0.999233
545199;0.999231
545299;0.999233
545399;0.999214
545499;0.999215
545599;0.999212
545699;0.999209
545799;0.999204
545899;0.999216
545999;0.999214
546099;0.99921
546199;0.999218
546299;0.999215
546399;0.999222
546499;0.999219
546599;0.99921
546699;0.999213
546799;0.999224
546899;0.999219
546999;0.999216
547099;0.999223
547199;0.999215
547299;0.999215
547399;0.999215
547499;0.999218
547599;0.999226
547699;0.999227
547799;0.999223
547899;0.999232
547999;0.999235
548099;0.999238
548199;0.999222
548299;0.999233
548399;0.999226
548499;0.999205
548599;0.999198
548699;0.999192
548799;0.9992
548899;0.999192
548999;0.999203
549099;0.999214
549199;0.999215
549299;0.9992
549399;0.999206
549499;0.999199
549599;0.999198
549699;0.999185
549799;0.999177
549899;0.999178
549999;0.99919
550099;0.99919
550199;0.999184
550299;0.999167
550399;0.999166
550499;0.999173
550599;0.99916
550699;0.999164
550799;0.999152
550899;0.999162
550999;0.999172
551099;0.999172
551199;0.999178
551299;0.999181
551399;0.999164
551499;0.999149
551599;0.99914
551699;0.999148
551799;0.999163
551899;0.999174
551999;0.999156
552099;0.999151
552199;0.999162
552299;0.999167
552399;0.99917
552499;0.99917
552599;0.999179
552699;0.999165
552799;0.999155
552899;0.999142
552999;0.999131
553099;0.999136
553199;0.999151
553299;0.999145
553399;0.99915
553499;0.99915
553599;0.999159
553699;0.999159
553799;0.999157
553899;0.999166
553999;0.999163
554099;0.999171
554199;0.999175
554299;0.999169
554399;0.999165
554499;0.999142
554599;0.999146
554699;0.999139
554799;0.999151
554899;0.999144
554999;0.999141
555099;0.999147
555199;0.999151
555299;0.999151
555399;0.999148
555499;0.999142
555599;0.999163
555699;0.999159
555799;0.999158
555899;0.999166
555999;0.999172
556099;0.99915
556199;0.999146
556299;0.999141
556399;0.999146
556499;0.999151
556599;0.999155
556699;0.999155
556799;0.99917
556899;0.999161
556999;0.999158
557099;0.999168
557199;0.999173
557299;0.99917
557399;0.99917
557499;0.999175
557599;0.999166
557699;0.999159
557799;0.999154
557899;0.99916
557999;0.999167
558099;0.99916
558199;0.999164
558299;0.999162
558399;0.999148
558499;0.999153
558599;0.999144
558699;0.99915
558799;0.999149
558899;0.999149
558999;0.999139
559099;0.99914
559199;0.999143
559299;0.999145
559399;0.999148
559499;0.999144
559599;0.999147
559699;0.999148
559799;0.999155
559899;0.999156
559999;0.999153
560099;0.999154
560199;0.999137
560299;0.999136
560399;0.999146
560499;0.999151
560599;0.999164
560699;0.999156
560799;0.99916
560899;0.999163
560999;0.999157
561099;0.999153
561199;0.99917
561299;0.999166
561399;0.999164
561499;0.999184
561599;0.999188
561699;0.99919
561799;0.999183
561899;0.999184
561999;0.999194
562099;0.999206
562199;0.999195
562299;0.9992
562399;0.999195
562499;0.999195
562599;0.999202
562699;0.999202
562799;0.999201
562899;0.999202
562999;0.999185
563099;0.999178
563199;0.99917
563299;0.999179
563399;0.999183
563499;0.999183
563599;0.999188
563699;0.999187
563799;0.99917
563899;0.99918
563999;0.999175
564099;0.999191
564199;0.999194
564299;0.999194
564399;0.999186
564499;0.999189
564599;0.999189
564699;0.999193
564799;0.999183
564899;0.99918
564999;0.999169
565099;0.999171
565199;0.999181
565299;0.999185
565399;0.999186
565499;0.999203
565599;0.999213
565699;0.999211
565799;0.999198
565899;0.999203
565999;0.999216
566099;0.999221
566199;0.999207
566299;0.999206
566399;0.999194
566499;0.999203
566599;0.999192
566699;0.999193
566799;0.999196
566899;0.999197
566999;0.999203
567099;0.999208
567199;0.999221
567299;0.99922
567399;0.999234
567499;0.999232
567599;0.999238
567699;0.999241
567799;0.999237
567899;0.999224
567999;0.999225
568099;0.999206
568199;0.999192
568299;0.999181
568399;0.999176
568499;0.999179
568599;0.999175
568699;0.999171
568799;0.999188
568899;0.99919
568999;0.999191
569099;0.999187
569199;0.999189
569299;0.999176
569399;0.999176
569499;0.99918
569599;0.999191
569699;0.999196
569799;0.999194
569899;0.999199
569999;0.999187
570099;0.999203
570199;0.999204
570299;0.999207
570399;0.999196
570499;0.999204
570599;0.999212
570699;0.999218
570799;0.999216
570899;0.99921
570999;0.999212
571099;0.999213
571199;0.999219
571299;0.999213
571399;0.999207
571499;0.999211
571599;0.999208
571699;0.999225
571799;0.999221
571899;0.999235
571999;0.999243
572099;0.999242
572199;0.999243
572299;0.999256
572399;0.999261
572499;0.999265
572599;0.999257
572699;0.999248
572799;0.999235
572899;0.999217
572999;0.99923
573099;0.999227
573199;0.999234
573299;0.999235
573399;0.999234
573499;0.99924
573599;0.999234
573699;0.999236
573799;0.999232
573899;0.999233
573999;0.999222
574099;0.999208
574199;0.999199
574299;0.999192
574399;0.999196
574499;0.999199
574599;0.999198
574699;0.999185
574799;0.999199
574899;0.999201
574999;0.999206
575099;0.99921
575199;0.999196
575299;0.999188
575399;0.999179
575499;0.999186
575599;0.999182
575699;0.999185
575799;0.999195
575899;0.999217
575999;0.999213
576099;0.999221
576199;0.999216
576299;0.999209
576399;0.999213
576499;0.999213
576599;0.999214
576699;0.999211
576799;0.999205
576899;0.999207
576999;0.999203
577099;0.999215
577199;0.999207
577299;0.999189
577399;0.999179
577499;0.99918
577599;0.999193
577699;0.999196
577799;0.9992
577899;0.999196
577999;0.999222
578099;0.999222
578199;0.999227
578299;0.999219
578399;0.999226
578499;0.999234
578599;0.99923
578699;0.999223
578799;0.999228
578899;0.999232
578999;0.999233
579099;0.999225
579199;0.999219
579299;0.999214
579399;0.999201
579499;0.999204
579599;0.999195
579699;0.999196
579799;0.999185
579899;0.999185
579999;0.999176
580099;0.999176
580199;0.99918
580299;0.999187
580399;0.999196
580499;0.999195
580599;0.999205
580699;0.999201
580799;0.99921
580899;0.999206
580999;0.99921
581099;0.999219
581199;0.999232
581299;0.999228
581399;0.999231
581499;0.999208
581599;0.999209
581699;0.999219
581799;0.999216
581899;0.999207
581999;0.999185
582099;0.999185
582199;0.999184
582299;0.999185
582399;0.999191
582499;0.999191
582599;0.999199
582699;0.999196
582799;0.999203
582899;0.999199
582999;0.999186
583099;0.99919
583199;0.999178
583299;0.999175
583399;0.999173
583499;0.999169
583599;0.99917
583699;0.999166
583799;0.999167
583899;0.999171
583999;0.999166
584099;0.99915
584199;0.999142
584299;0.999144
584399;0.999146
584499;0.999147
584599;0.999137
584699;0.999136
584799;0.999131
584899;0.999134
584999;0.999143
585099;0.999147
585199;0.999144
585299;0.99914
585399;0.999148
585499;0.999138
585599;0.999138
585699;0.999129
585799;0.999133
585899;0.999141
585999;0.999144
586099;0.999155
586199;0.999158
586299;0.999165
586399;0.999164
586499;0.999162
586599;0.999152
586699;0.999149
586799;0.999144
586899;0.999146
586999;0.999156
587099;0.999144
587199;0.999136
587299;0.999145
587399;0.999154
587499;0.99915
587599;0.999151
587699;0.999155
587799;0.99916
587899;0.999154
587999;0.999147
588099;0.999154
588199;0.999156
588299;0.999164
588399;0.999165
588499;0.999164
588599;0.99917
588699;0.999173
588799;0.999179
588899;0.999179
588999;0.999183
589099;0.999176
589199;0.999171
589299;0.999172
589399;0.999166
589499;0.999171
589599;0.999158
589699;0.999149
589799;0.999138
589899;0.999145
589999;0.999143
590099;0.999136
590199;0.999136
590299;0.999142
590399;0.999143
590499;0.999139
590599;0.999135
590699;0.999137
590799;0.999132
590899;0.999122
590999;0.999112
591099;0.99911
591199;0.999113
591299;0.999109
591399;0.999111
591499;0.999109
591599;0.999097
591699;0.999101
591799;0.999103
591899;0.999107
591999;0.999112
592099;0.99911
592199;0.999114
592299;0.999107
592399;0.999103
592499;0.999101
592599;0.999101
592699;0.9991
592799;0.999099
592899;0.999107
592999;0.999103
593099;0.999112
593199;0.999123
593299;0.999145
593399;0.999144
593499;0.999144
593599;0.999132
593699;0.99913
593799;0.999147
593899;0.999147
593999;0.999145
594099;0.999139
594199;0.999151
594299;0.999153
594399;0.999157
594499;0.99917
594599;0.999162
594699;0.999166
594799;0.999172
594899;0.999164
594999;0.999147
595099;0.999163
595199;0.999155
595299;0.999158
595399;0.99915
595499;0.999149
595599;0.999157
595699;0.999155
595799;0.999163
595899;0.999175
595999;0.999184
596099;0.999201
596199;0.999199
596299;0.999201
596399;0.999202
596499;0.999201
596599;0.999213
596699;0.999214
596799;0.999211
596899;0.999207
596999;0.999222
597099;0.999226
597199;0.999234
597299;0.999234
597399;0.99924
597499;0.999246
597599;0.999247
597699;0.99924
597799;0.999252
597899;0.999259
597999;0.999261
598099;0.999249
598199;0.999241
598299;0.999241
598399;0.999237
598499;0.999248
598599;0.999249
598699;0.999242
598799;0.999233
598899;0.99922
598999;0.999227
599099;0.999214
599199;0.999219
599299;0.99923
599399;0.999222
599499;0.999225
599599;0.999219
599699;0.999211
599799;0.999203
599899;0.999199
599999;0.999189
600099;0.999186
600199;0.999183
600299;0.999179
600399;0.999186
600499;0.999185
600599;0.999178
600699;0.99918
600799;0.999182
600899;0.999186
600999;0.999188
601099;0.999189
601199;0.999189
601299;0.999204
601399;0.999205
601499;0.999193
601599;0.999195
601699;0.999183
601799;0.999182
601899;0.999183
601999;0.999175
602099;0.999171
602199;0.999185
602299;0.999179
602399;0.999183
602499;0.999184
602599;0.999186
602699;0.999195
602799;0.999195
602899;0.999194
602999;0.99919
603099;0.999193
603199;0.999218
603299;0.9992
603399;0.999205
603499;0.999213
603599;0.999212
603699;0.999217
603799;0.999217
603899;0.999212
603999;0.999219
604099;0.999212
604199;0.999207
604299;0.999201
604399;0.999201
604499;0.999198
604599;0.999197
604699;0.999202
604799;0.999214
604899;0.999202
604999;0.999202
605099;0.999211
605199;0.999217
605299;0.999225
605399;0.99922
605499;0.999224
605599;0.999221
605699;0.999203
605799;0.999207
605899;0.9992
605999;0.999201
606099;0.999201
606199;0.999205
606299;0.999205
606399;0.999193
606499;0.999198
606599;0.999205
606699;0.999215
606799;0.999215
606899;0.999224
606999;0.999234
607099;0.999232
607199;0.999226
607299;0.999222
607399;0.999225
607499;0.999234
607599;0.999234
607699;0.999227
607799;0.999232
607899;0.999234
607999;0.999244
608099;0.999255
608199;0.999266
608299;0.999252
608399;0.999255
608499;0.999249
608599;0.999263
608699;0.999272
608799;0.999264
608899;0.999265
608999;0.99926
609099;0.999268
609199;0.999269
609299;0.999281
609399;0.99929
609499;0.999276
609599;0.999281
609699;0.999279
609799;0.999269
609899;0.999265
609999;0.999278
610099;0.999276
610199;0.999273
610299;0.999281
610399;0.99928
610499;0.999283
610599;0.999274
610699;0.999279
610799;0.99928
610899;0.999292
610999;0.999285
611099;0.999286
611199;0.999283
611299;0.999281
611399;0.999286
611499;0.999296
611599;0.999293
611699;0.99929
611799;0.999297
611899;0.999296
611999;0.999308
612099;0.999309
612199;0.999292
612299;0.999287
612399;0.999295
612499;0.999282
612599;0.999275
612699;0.999262
612799;0.999255
612899;0.999253
612999;0.999254
613099;0.999262
613199;0.999266
613299;0.99928
613399;0.999282
613499;0.999281
613599;0.999293
613699;0.999287
613799;0.999289
613899;0.99928
613999;0.999283
614099;0.99928
614199;0.999274
614299;0.999271
614399;0.999268
614499;0.999275
614599;0.999289
614699;0.999276
614799;0.99929
614899;0.999291
614999;0.999295
615099;0.999289
615199;0.999293
615299;0.999291
615399;0.999278
615499;0.999279
615599;0.999282
615699;0.999281
615799;0.999283
615899;0.999287
615999;0.999294
616099;0.9993
616199;0.999307
616299;0.999313
616399;0.999324
616499;0.999333
616599;0.999325
616699;0.999324
616799;0.999329
616899;0.999336
616999;0.99935
617099;0.99936
617199;0.999366
617299;0.999369
617399;0.999367
617499;0.999363
617599;0.999366
617699;0.999372
617799;0.999373
617899;0.999375
617999;0.99939
618099;0.999384
618199;0.999359
618299;0.999354
618399;0.999334
618499;0.999326
618599;0.999331
618699;0.999338
618799;0.999349
618899;0.999359
618999;0.999365
619099;0.999365
619199;0.999365
619299;0.999358
619399;0.999356
619499;0.999351
619599;0.999342
619699;0.999339
619799;0.99934
619899;0.999352
619999;0.999348
620099;0.999359
620199;0.999352
620299;0.99936
620399;0.999363
620499;0.999363
620599;0.999359
620699;0.999348
620799;0.999353
620899;0.999355
620999;0.999356
621099;0.999354
621199;0.999355
621299;0.999357
621399;0.999353
621499;0.999364
621599;0.999369
621699;0.99937
621799;0.999364
621899;0.999358
621999;0.999357
622099;0.99935
622199;0.999347
622299;0.999346
622399;0.999342
622499;0.999347
622599;0.999345
622699;0.999357
622799;0.99937
622899;0.999376
622999;0.999364
623099;0.999374
623199;0.999376
623299;0.999381
623399;0.999392
623499;0.999388
623599;0.999393
623699;0.999386
623799;0.999382
623899;0.999384
623999;0.999383
624099;0.999373
624199;0.999379
624299;0.999383
624399;0.999382
624499;0.999392
624599;0.999397
624699;0.999388
624799;0.999397
624899;0.9994
624999;0.999399
625099;0.999401
625199;0.999402
625299;0.999407
625399;0.999407
625499;0.999412
625599;0.999421
625699;0.999428
625799;0.999423
625899;0.99942
625999;0.999417
626099;0.999417
626199;0.999421
626299;0.999409
626399;0.999411
626499;0.999414
626599;0.999419
626699;0.999428
626799;0.999433
626899;0.999419
626999;0.999408
627099;0.99942
627199;0.999423
627299;0.999422
627399;0.999417
627499;0.999424
627599;0.99943
627699;0.999434
627799;0.999433
627899;0.999444
627999;0.999447
628099;0.999449
628199;0.999449
628299;0.999457
628399;0.999455
628499;0.99946
628599;0.999459
628699;0.999465
628799;0.999457
628899;0.999451
628999;0.999462
629099;0.999451
629199;0.999447
629299;0.99944
629399;0.999441
629499;0.999439
629599;0.999438
629699;0.999425
629799;0.999435
629899;0.999446
629999;0.999438
630099;0.99944
630199;0.999439
630299;0.999426
630399;0.999432
630499;0.99944
630599;0.999437
630699;0.999454
630799;0.99946
630899;0.999462
630999;0.999459
631099;0.999457
631199;0.999456
631299;0.999457
631399;0.999461
631499;0.999476
631599;0.999475
631699;0.999476
631799;0.999473
631899;0.999481
631999;0.999493
632099;0.999496
632199;0.999488
632299;0.999482
632399;0.999475
632499;0.999471
632599;0.999478
632699;0.999485
632799;0.999489
632899;0.999491
632999;0.999494
633099;0.999495
633199;0.999499
633299;0.999499
633399;0.9995
633499;0.999492
633599;0.999495
633699;0.999495
633799;0.99949
633899;0.99949
633999;0.999486
634099;0.999495
634199;0.999498
634299;0.999486
634399;0.999482
634499;0.999478
634599;0.999477
634699;0.999487
634799;0.99948
634899;0.999484
634999;0.999477
635099;0.999474
635199;0.999487
635299;0.999484
635399;0.999484
635499;0.999478
635599;0.999473
635699;0.999471
635799;0.999458
635899;0.999448
635999;0.999443
636099;0.999443
636199;0.999446
636299;0.999443
636399;0.999451
636499;0.999446
636599;0.999442
636699;0.999435
636799;0.999436
636899;0.999439
636999;0.999442
637099;0.999441
637199;0.999466
637299;0.999448
637399;0.999449
637499;0.999432
637599;0.999423
637699;0.999417
637799;0.999416
637899;0.999426
637999;0.999428
638099;0.999423
638199;0.99943
638299;0.99943
638399;0.999445
638499;0.999438
638599;0.999425
638699;0.999431
638799;0.999444
638899;0.999445
638999;0.999456
639099;0.999462
639199;0.999465
639299;0.999466
639399;0.999477
639499;0.999474
639599;0.999483
639699;0.999469
639799;0.999467
639899;0.999469
639999;0.999467
640099;0.999473
640199;0.999469
640299;0.999466
640399;0.999469
640499;0.999472
640599;0.999468
640699;0.999463
640799;0.999462
640899;0.999455
640999;0.999461
641099;0.999468
641199;0.999468
641299;0.999462
641399;0.999458
641499;0.999463
641599;0.999472
641699;0.999484
641799;0.999488
641899;0.999483
641999;0.999482
642099;0.999477
642199;0.999475
642299;0.999481
642399;0.999477
642499;0.999467
642599;0.99948
642699;0.999476
642799;0.999499
642899;0.999487
642999;0.999477
643099;0.99949
643199;0.999488
643299;0.999501
643399;0.999496
643499;0.999497
643599;0.999478
643699;0.999462
643799;0.999459
643899;0.999468
643999;0.999479
644099;0.999476
644199;0.999485
644299;0.999504
644399;0.999494
644499;0.999499
644599;0.99949
644699;0.999492
644799;0.999504
644899;0.999516
644999;0.999503
645099;0.999493
645199;0.999503
645299;0.999508
645399;0.999514
645499;0.99951
645599;0.999509
645699;0.999508
645799;0.999516
645899;0.999525
645999;0.999525
646099;0.99953
646199;0.999536
646299;0.999542
646399;0.999548
646499;0.999546
646599;0.99953
646699;0.999526
646799;0.999528
646899;0.999526
646999;0.999528
647099;0.999522
647199;0.999515
647299;0.999523
647399;0.999526
647499;0.999529
647599;0.999527
647699;0.999531
647799;0.999529
647899;0.999545
647999;0.999548
648099;0.999541
648199;0.99954
648299;0.999548
648399;0.99955
648499;0.999556
648599;0.999545
648699;0.999552
648799;0.999565
648899;0.999573
648999;0.999577
649099;0.99957
649199;0.999572
649299;0.999574
649399;0.999576
649499;0.999564
649599;0.99956
649699;0.999556
649799;0.999552
649899;0.99956
649999;0.999549
650099;0.999556
650199;0.999564
650299;0.999551
650399;0.999552
650499;0.999559
650599;0.999548
650699;0.999544
650799;0.999548
650899;0.999556
650999;0.999552
651099;0.99956
651199;0.999545
651299;0.999555
651399;0.999545
651499;0.999549
651599;0.999542
651699;0.999531
651799;0.999537
651899;0.999551
651999;0.999549
652099;0.999545
652199;0.999553
652299;0.999551
652399;0.999541
652499;0.999553
652599;0.999557
652699;0.999561
652799;0.999546
652899;0.999533
652999;0.999529
653099;0.999533
653199;0.999534
653299;0.999538
653399;0.999532
653499;0.999538
653599;0.999542
653699;0.999544
653799;0.999548
653899;0.99956
653999;0.999561
654099;0.999546
654199;0.999557
654299;0.999553
654399;0.99956
654499;0.999582
654599;0.999571
654699;0.999565
654799;0.999565
654899;0.999551
654999;0.999564
655099;0.99956
655199;0.999557
655299;0.999561
655399;0.999574
655499;0.999577
655599;0.999572
655699;0.999569
655799;0.999569
655899;0.999559
655999;0.999562
656099;0.999563
656199;0.999564
656299;0.999558
656399;0.999561
656499;0.999549
656599;0.999558
656699;0.999551
656799;0.999549
656899;0.99955
656999;0.999541
657099;0.999537
657199;0.999537
657299;0.99954
657399;0.999553
657499;0.999555
657599;0.999554
657699;0.999566
657799;0.999554
657899;0.999551
657999;0.999548
658099;0.999552
658199;0.999554
658299;0.99955
658399;0.999545
658499;0.999559
658599;0.999559
658699;0.999552
658799;0.999554
658899;0.999571
658999;0.999569
659099;0.999578
659199;0.999576
659299;0.999562
659399;0.999563
659499;0.99956
659599;0.999565
659699;0.999559
659799;0.999563
659899;0.999571
659999;0.999559
660099;0.999568
660199;0.99957
660299;0.999581
660399;0.99959
660499;0.999586
660599;0.999588
660699;0.999586
660799;0.999587
660899;0.999592
660999;0.999597
661099;0.999604
661199;0.999604
661299;0.999603
661399;0.999607
661499;0.999596
661599;0.999602
661699;0.999601
661799;0.999602
661899;0.999599
661999;0.999605
662099;0.999601
662199;0.999612
662299;0.999607
662399;0.999616
662499;0.999628
662599;0.999629
662699;0.999635
662799;0.999644
662899;0.999636
662999;0.99964
663099;0.999644
663199;0.999638
663299;0.999636
663399;0.999635
663499;0.999629
663599;0.999632
663699;0.999636
663799;0.999638
663899;0.999629
663999;0.999628
664099;0.999621
664199;0.999615
664299;0.999626
664399;0.99963
664499;0.999625
664599;0.999604
664699;0.999607
664799;0.999611
664899;0.999607
664999;0.999612
665099;0.999608
665199;0.999608
665299;0.999604
665399;0.999618
665499;0.999618
665599;0.999625
665699;0.999634
665799;0.999629
665899;0.99962
665999;0.999619
666099;0.999619
666199;0.999628
666299;0.999626
666399;0.99963
666499;0.99962
666599;0.999617
666699;0.999632
666799;0.999631
666899;0.999631
666999;0.999637
667099;0.999635
667199;0.999643
667299;0.999632
667399;0.999628
667499;0.999626
667599;0.999633
667699;0.999634
667799;0.999626
667899;0.999619
667999;0.999631
668099;0.999641
668199;0.999637
668299;0.99963
668399;0.999631
668499;0.999635
668599;0.999633
668699;0.999637
668799;0.999629
668899;0.999625
668999;0.999628
669099;0.999622
669199;0.999625
669299;0.999623
669399;0.999618
669499;0.999617
669599;0.999608
669699;0.999606
669799;0.999598
669899;0.999601
669999;0.999609
670099;0.99962
670199;0.999627
670299;0.999631
670399;0.999624
670499;0.99963
670599;0.999633
670699;0.999632
670799;0.999632
670899;0.999633
670999;0.999646
671099;0.999633
671199;0.999643
671299;0.999629
671399;0.999626
671499;0.999628
671599;0.999622
671699;0.999627
671799;0.999628
671899;0.999621
671999;0.999617
672099;0.999619
672199;0.999615
672299;0.999612
672399;0.999617
672499;0.999617
672599;0.999612
672699;0.999611
672799;0.999605
672899;0.999613
672999;0.999624
673099;0.999622
673199;0.999623
673299;0.999624
673399;0.999614
673499;0.999615
673599;0.999608
673699;0.999604
673799;0.999604
673899;0.999596
673999;0.999592
674099;0.999586
674199;0.999578
674299;0.999575
674399;0.999577
674499;0.999568
674599;0.999566
674699;0.999557
674799;0.999551
674899;0.999553
674999;0.999557
675099;0.999564
675199;0.999569
675299;0.999567
675399;0.999551
675499;0.999555
675599;0.999549
675699;0.99956
675799;0.99956
675899;0.999545
675999;0.999533
676099;0.999533
676199;0.999545
676299;0.999534
676399;0.999535
676499;0.999534
676599;0.999534
676699;0.999527
676799;0.999535
676899;0.999531
676999;0.999527
677099;0.999534
677199;0.999533
677299;0.999524
677399;0.99952
677499;0.999516
677599;0.999514
677699;0.999512
677799;0.999522
677899;0.999524
677999;0.999529
678099;0.999543
678199;0.999541
678299;0.999519
678399;0.99952
678499;0.999517
678599;0.999522
678699;0.999534
678799;0.999524
678899;0.999534
678999;0.999537
679099;0.99952
679199;0.999529
679299;0.999528
679399;0.999522
679499;0.99952
679599;0.999516
679699;0.99952
679799;0.999523
679899;0.999535
679999;0.999521
680099;0.999507
680199;0.999511
680299;0.999511
680399;0.999499
680499;0.999493
680599;0.999491
680699;0.999498
680799;0.999487
680899;0.99949
680999;0.999488
681099;0.999482
681199;0.999484
681299;0.999486
681399;0.99949
681499;0.999491
681599;0.999501
681699;0.999504
681799;0.999507
681899;0.999515
681999;0.999506
682099;0.999506
682199;0.999511
682299;0.999521
682399;0.999532
682499;0.999537
682599;0.999539
682699;0.999536
682799;0.999524
682899;0.999527
682999;0.999533
683099;0.999544
683199;0.999554
683299;0.999535
683399;0.999547
683499;0.999543
683599;0.999538
683699;0.999538
683799;0.999541
683899;0.999555
683999;0.99955
684099;0.999554
684199;0.999548
684299;0.999549
684399;0.999556
684499;0.999552
684599;0.999557
684699;0.999557
684799;0.999551
684899;0.999563
684999;0.999562
685099;0.999564
685199;0.999569
685299;0.999574
685399;0.999577
685499;0.999577
685599;0.999577
685699;0.999562
685799;0.999571
685899;0.999572
685999;0.999558
686099;0.999552
686199;0.999537
686299;0.999537
686399;0.999535
686499;0.999534
686599;0.999542
686699;0.999548
686799;0.999536
686899;0.999529
686999;0.999532
687099;0.999524
687199;0.99953
687299;0.999533
687399;0.999535
687499;0.999532
687599;0.999535
687699;0.999526
687799;0.999529
687899;0.999524
687999;0.999535
688099;0.999533
688199;0.999531
688299;0.999532
688399;0.999531
688499;0.999539
688599;0.999539
688699;0.999544
688799;0.99954
688899;0.999542
688999;0.999546
689099;0.999553
689199;0.999568
689299;0.99957
689399;0.99957
689499;0.999565
689599;0.999569
689699;0.999566
689799;0.999567
689899;0.999565
689999;0.999569
690099;0.999565
690199;0.999577
690299;0.999587
690399;0.999595
690499;0.999602
690599;0.999599
690699;0.999602
690799;0.999594
690899;0.999591
690999;0.999581
691099;0.999573
691199;0.999568
691299;0.999577
691399;0.999568
691499;0.999563
691599;0.999566
691699;0.999558
691799;0.999558
691899;0.999555
691999;0.99955
692099;0.999555
692199;0.999534
692299;0.999539
692399;0.999539
692499;0.999532
692599;0.999532
692699;0.999534
692799;0.999533
692899;0.999529
692999;0.999528
693099;0.999527
693199;0.99952
693299;0.999521
693399;0.999519
693499;0.999506
693599;0.999485
693699;0.999486
693799;0.999471
693899;0.999472
693999;0.999463
694099;0.999459
694199;0.99946
694299;0.999458
694399;0.999464
694499;0.999461
694599;0.999464
694699;0.999452
694799;0.999453
694899;0.999455
694999;0.999451
695099;0.99944
695199;0.999436
695299;0.999438
695399;0.999422
695499;0.999431
695599;0.99944
695699;0.999444
695799;0.999435
695899;0.999437
695999;0.999425
696099;0.999424
696199;0.999416
696299;0.999431
696399;0.999443
696499;0.999441
696599;0.999436
696699;0.999442
696799;0.999449
696899;0.99945
696999;0.999454
697099;0.999458
697199;0.999449
697299;0.999455
697399;0.999456
697499;0.999443
697599;0.999439
697699;0.999428
697799;0.999437
697899;0.999441
697999;0.999443
698099;0.999444
698199;0.999449
698299;0.99945
698399;0.999457
