#     BLOCK:   ACTUAL_P:     P_AVE:       ERROR:
           1     1.01959     1.01959           0
           2    0.882679    0.951133   0.0484041
           3    0.883464    0.928577   0.0371552
           4    0.891822    0.919388   0.0289803
           5    0.874058    0.910322   0.0245614
           6    0.878757    0.905061   0.0210237
           7     0.86896    0.899904   0.0186422
           8    0.896332    0.899458   0.0163172
           9     0.88899    0.898295   0.0145456
          10    0.891706    0.897636    0.013106
          11    0.875309    0.895606   0.0120706
          12    0.901182    0.896071   0.0110737
          13    0.924538    0.898261   0.0104361
          14    0.858917     0.89545    0.010062
          15    0.860065    0.893091  0.00966375
          16    0.870467    0.891677  0.00916263
          17    0.873705     0.89062  0.00868442
          18     0.86755    0.889338    0.008296
          19    0.886559    0.889192  0.00786066
          20    0.866048    0.888035  0.00755232
          21    0.851305    0.886286  0.00739244
          22      0.8965     0.88675  0.00707099
          23     0.86449    0.885782  0.00682947
          24    0.906341    0.886639  0.00659841
          25    0.846672     0.88504  0.00652527
          26    0.896223     0.88547  0.00628845
          27    0.895182     0.88583  0.00606583
          28    0.922981    0.887157  0.00599254
          29    0.909224    0.887918  0.00583402
          30    0.886115    0.887858  0.00563986
          31    0.891129    0.887963  0.00545892
          32    0.904856    0.888491  0.00531379
          33    0.874054    0.888054  0.00517074
          34    0.853674    0.887042  0.00511658
          35    0.905752    0.887577  0.00499824
          36    0.856608    0.886717  0.00493287
          37    0.868351     0.88622  0.00482446
          38    0.867316    0.885723  0.00472308
          39    0.883644     0.88567  0.00460228
          40    0.878516    0.885491  0.00449069
          41    0.844145    0.884482  0.00449297
          42    0.894942    0.884731  0.00439289
          43    0.874444    0.884492  0.00429724
          44    0.850975     0.88373  0.00426655
          45    0.893858    0.883955  0.00417767
          46    0.890332    0.884094  0.00408915
          47    0.882351    0.884057  0.00400232
          48    0.851096     0.88337  0.00397741
          49    0.871381    0.883126  0.00390376
          50    0.869174    0.882847  0.00383564
          51    0.868304    0.882561  0.00377102
          52    0.862246    0.882171  0.00371868
          53    0.875517    0.882045  0.00365064
          54     0.87144    0.881849  0.00358831
          55    0.863183    0.881509  0.00353908
          56    0.893531    0.881724  0.00348239
          57    0.880534    0.881703  0.00342136
          58    0.836629    0.880926   0.0034495
          59    0.852506    0.880444   0.0034245
          60    0.865971    0.880203  0.00337591
          61    0.880349    0.880205  0.00332057
          62    0.905386    0.880612  0.00329175
          63    0.874046    0.880507  0.00324115
          64    0.880243    0.880503  0.00319051
          65    0.876421     0.88044  0.00314205
          66    0.905471     0.88082  0.00311724
          67    0.888716    0.880938  0.00307294
          68    0.886902    0.881025    0.003029
          69    0.834893    0.880357    0.003058
          70    0.879205     0.88034  0.00301436
          71    0.891343    0.880495  0.00297589
          72    0.877429    0.880453  0.00293486
          73    0.878921    0.880432  0.00289473
          74    0.889523    0.880555  0.00285822
          75    0.894476     0.88074  0.00282613
          76    0.877714      0.8807  0.00278922
          77      0.8784     0.88067  0.00275316
          78    0.878212    0.880639  0.00271804
          79    0.870492     0.88051  0.00268667
          80    0.850566    0.880136  0.00267904
          81    0.868187    0.879989  0.00265002
          82    0.886185    0.880064  0.00261878
          83    0.881009    0.880076  0.00258725
          84    0.850893    0.879728  0.00257967
          85    0.886478    0.879808  0.00255054
          86    0.867939     0.87967  0.00252462
          87    0.908631    0.880002  0.00251745
          88    0.898324    0.880211  0.00249744
          89    0.890135    0.880322  0.00247187
          90    0.904326    0.880589  0.00245875
          91     0.92131    0.881036  0.00247211
          92    0.865707     0.88087  0.00245085
          93    0.849357    0.880531  0.00244781
          94    0.884027    0.880568  0.00242205
          95    0.860944    0.880362  0.00240535
          96    0.853979    0.880087  0.00239594
          97    0.899321    0.880285  0.00237943
          98    0.869719    0.880177  0.00235759
          99    0.885829    0.880234  0.00233447
         100    0.870376    0.880136  0.00231321
         101    0.855687    0.879894  0.00230293
         102    0.868456    0.879782  0.00228308
         103    0.863843    0.879627  0.00226616
         104    0.881542    0.879645  0.00224444
         105    0.878706    0.879636  0.00222308
         106    0.869908    0.879544  0.00220401
         107    0.872606     0.87948  0.00218436
         108    0.909167    0.879755  0.00218136
         109    0.902882    0.879967  0.00217165
         110    0.859706    0.879782   0.0021597
         111    0.891635    0.879889  0.00214288
         112    0.875817    0.879853  0.00212406
         113    0.861643    0.879692  0.00211136
         114    0.895412     0.87983  0.00209734
         115    0.883148    0.879859   0.0020793
         116     0.89964    0.880029  0.00206836
         117    0.847493    0.879751  0.00206929
         118    0.856312    0.879552  0.00206127
         119    0.905148    0.879767  0.00205514
         120    0.876112    0.879737  0.00203824
         121    0.888414    0.879809  0.00202265
         122    0.867996    0.879712  0.00200839
         123    0.881053    0.879723  0.00199209
         124    0.916133    0.880016  0.00199755
         125    0.887703    0.880078  0.00198251
         126    0.869538    0.879994  0.00196854
         127    0.880646    0.879999  0.00195305
         128    0.897519    0.880136  0.00194258
         129    0.883019    0.880159  0.00192765
         130    0.862809    0.880025  0.00191744
         131    0.880006    0.880025   0.0019028
         132    0.872729     0.87997  0.00188919
