#     BLOCK:   ACTUAL_KE:    KE_AVE:      ERROR:
           1     1.76645     1.76645           0
           2     1.63469     1.70057    0.046585
           3     1.59574     1.66563   0.0421724
           4     1.61801     1.65372   0.0332672
           5     1.60801     1.64458   0.0278416
           6     1.60799     1.63848   0.0238598
           7     1.64246     1.63905    0.020458
           8     1.57044     1.63047   0.0196163
           9     1.64371     1.63195   0.0174918
          10     1.61198     1.62995   0.0158562
