#   N_BLOCK:  ACCEPTANCE:
           1    0.999537
           2    0.999269
           3    0.998944
           4    0.998847
           5    0.998678
           6    0.998559
           7    0.998431
           8    0.998331
           9    0.998195
          10    0.998117
          11    0.998034
          12    0.997972
          13    0.997889
          14    0.997852
          15    0.997795
          16    0.997743
          17    0.997704
