#     BLOCK:   ACTUAL_P:     P_AVE:       ERROR:
           1   0.0594706   0.0594706           0
           2   0.0594705   0.0594705 2.90805e-09
           3   0.0594705   0.0594705   4.165e-09
           4   0.0594705   0.0594705  4.5387e-09
           5   0.0594705   0.0594705  4.9719e-09
           6   0.0594705   0.0594705 5.40381e-09
           7   0.0594705   0.0594705 5.67594e-09
           8   0.0594705   0.0594705 5.77401e-09
           9   0.0594705   0.0594705  5.8902e-09
          10   0.0594705   0.0594705 6.09643e-09
          11   0.0594705   0.0594705 6.23487e-09
          12   0.0594705   0.0594705 6.35077e-09
          13   0.0594705   0.0594705 6.53969e-09
          14   0.0594705   0.0594705 6.73429e-09
          15   0.0594705   0.0594705 6.96731e-09
          16   0.0594705   0.0594705 7.13655e-09
          17   0.0594704   0.0594705 7.34541e-09
          18   0.0594704   0.0594705 7.64057e-09
          19   0.0594704   0.0594705 7.90687e-09
          20   0.0594704   0.0594705 8.22917e-09
