#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1    -3.34884    -3.34884           0
           2    -3.34784    -3.34834 0.000353513
           3    -3.34778    -3.34815 0.000280197
           4    -3.34867    -3.34828 0.000237931
           5    -3.34891    -3.34841 0.000220481
           6    -3.34818    -3.34837 0.000186911
