#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
           1        0.74        0.74           0
           2        0.74        0.74           0
           3        0.74        0.74           0
           4        0.74        0.74           0
           5        0.74        0.74           0
           6        0.74        0.74           0
           7        0.74        0.74           0
           8        0.74        0.74           0
           9        0.74        0.74           0
          10        0.74        0.74           0
          11        0.74        0.74           0
          12        0.74        0.74           0
          13        0.74        0.74           0
          14        0.74        0.74           0
          15        0.74        0.74           0
          16        0.74        0.74           0
          17        0.74        0.74           0
          18        0.74        0.74 2.48353e-09
          19        0.74        0.74 2.41729e-09
          20        0.74        0.74 2.35608e-09
