#     BLOCK:   ACTUAL_KE:    KE_AVE:      ERROR:
           1     1.97102     1.97102           0
           2     1.68188     1.82645    0.102226
           3     1.68923     1.78071   0.0777129
           4     1.71191     1.76351   0.0601582
           5     1.71049     1.75291   0.0490522
           6     1.70328     1.74463   0.0415684
           7     1.66713     1.73356   0.0370752
           8     1.63396     1.72111    0.034468
           9     1.68675     1.71729    0.030849
          10     1.73928     1.71949   0.0278423
