#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1    -6.72836    -6.72836           0
           2    -6.66894    -6.69865   0.0210096
           3    -6.60067    -6.66599   0.0301222
           4    -6.55891    -6.63922   0.0323703
           5     -6.5172    -6.61482   0.0338681
           6    -6.47211    -6.59103   0.0356089
           7    -6.44676    -6.57042   0.0359958
           8    -6.42858    -6.55269   0.0355962
           9    -6.40517     -6.5363   0.0352133
          10    -6.36839    -6.51951     0.03547
          11    -6.35274    -6.50435   0.0353373
          12    -6.33727    -6.49042   0.0350282
          13    -6.30673    -6.47629   0.0350682
          14    -6.29126    -6.46308   0.0349654
          15    -6.26708    -6.45001   0.0349907
          16    -6.24221    -6.43702   0.0351315
          17    -6.21823    -6.42415   0.0353439
          18    -6.18339    -6.41078    0.035822
          19    -6.15026    -6.39707   0.0364665
          20    -6.10716    -6.38257   0.0374134
