#     BLOCK:  ACTUAL_PE:     PE_AVE:      ERROR:
           1    -7.82334    -7.82334           0
           2    -7.76381    -7.79357   0.0210479
           3    -7.69511    -7.76075   0.0302494
           4    -7.65279    -7.73376   0.0325743
           5    -7.61005    -7.70902   0.0341885
           6    -7.56343    -7.68475   0.0360881
           7    -7.53792    -7.66378   0.0365238
           8    -7.51887    -7.64566   0.0361723
           9    -7.49415    -7.62883   0.0358572
          10     -7.4572    -7.61167   0.0361465
          11    -7.44109    -7.59616   0.0360336
          12    -7.42516    -7.58191   0.0357374
          13    -7.39244    -7.56733   0.0358372
          14    -7.37457    -7.55357   0.0358249
          15     -7.3483    -7.53988   0.0359554
          16     -7.3219    -7.52626   0.0361973
          17    -7.29557    -7.51269   0.0365232
          18     -7.2577    -7.49852   0.0371398
          19    -7.22353    -7.48405   0.0379004
          20    -7.17895    -7.46879   0.0389546
