#     BLOCK:   ACTUAL_P:     P_AVE:       ERROR:
           1     1.00803     1.00803           0
           2    0.872026    0.940028   0.0480847
           3    0.871893    0.917316   0.0370337
           4    0.878295    0.907561   0.0290318
           5    0.853872    0.896823   0.0251328
           6    0.859499    0.890603   0.0217002
           7    0.862535    0.886593    0.018967
           8    0.901133     0.88841    0.016683
           9    0.863719    0.885667   0.0150532
          10    0.852896     0.88239      0.0139
          11    0.845351    0.879023   0.0130378
          12    0.841489    0.875895   0.0123208
          13    0.877357    0.876007   0.0113736
          14    0.842608    0.873622   0.0108085
          15    0.854933    0.872376   0.0101595
          16    0.862279    0.871745  0.00954409
          17    0.893219    0.873008  0.00906588
          18    0.898286    0.874412   0.0086703
          19    0.876538    0.874524  0.00821469
          20     0.90414    0.876005   0.0079363
          21    0.858702    0.875181  0.00760103
          22    0.844575     0.87379  0.00738175
          23    0.861372     0.87325  0.00708052
          24    0.874437    0.873299  0.00678567
          25    0.836394    0.871823  0.00667289
          26    0.834515    0.870388  0.00656871
          27    0.878919    0.870704  0.00633302
          28    0.858101    0.870254  0.00612282
          29    0.853604     0.86968  0.00593854
          30    0.880689    0.870047  0.00575192
          31    0.895319    0.870862  0.00562385
          32    0.854697    0.870357  0.00547074
          33    0.856991    0.869952  0.00531993
          34    0.824722    0.868622  0.00532719
          35    0.865575    0.868535   0.0051757
          36    0.868568    0.868536  0.00503193
          37    0.875094    0.868713  0.00489905
          38    0.868888    0.868717  0.00477013
          39    0.871452    0.868788  0.00464833
          40    0.870582    0.868832  0.00453234
          41    0.863137    0.868694  0.00442392
          42    0.883904    0.869056  0.00433339
          43    0.883305    0.869387  0.00424527
          44    0.875403    0.869524  0.00415098
          45    0.892083    0.870025   0.0040889
          46     0.90589    0.870805  0.00407367
          47    0.849162    0.870344  0.00401294
          48    0.912602    0.871225  0.00402474
          49     0.86906     0.87118  0.00394285
          50    0.880977    0.871376  0.00386886
          51    0.865178    0.871255   0.0037949
          52    0.838002    0.870615  0.00377542
          53    0.860862    0.870431  0.00370867
          54    0.877959    0.870571  0.00364261
          55    0.890055    0.870925  0.00359356
          56    0.853216    0.870609  0.00354328
          57    0.856911    0.870368  0.00348926
          58     0.83213    0.869709  0.00349083
          59    0.818113    0.868835  0.00353951
          60    0.871355    0.868877  0.00348076
          61    0.863247    0.868784  0.00342492
          62    0.882988    0.869013  0.00337734
          63    0.831158    0.868413  0.00337676
          64    0.880764    0.868606  0.00332951
          65    0.853379    0.868371  0.00328651
          66     0.86817    0.868368  0.00323672
          67    0.901996     0.86887  0.00322709
          68    0.857013    0.868696  0.00318434
          69    0.847608     0.86839  0.00315282
          70    0.871324    0.868432  0.00310806
          71    0.839695    0.868027  0.00309053
          72    0.847899    0.867748  0.00306022
          73    0.841183    0.867384  0.00303986
          74    0.824919     0.86681  0.00305246
          75    0.869176    0.866842  0.00301193
          76     0.89422    0.867202  0.00299376
          77    0.874266    0.867294  0.00295629
          78    0.854303    0.867127  0.00292307
          79    0.869864    0.867162  0.00288628
          80    0.902153    0.867599  0.00288315
          81    0.847258    0.867348  0.00285847
          82    0.860071    0.867259  0.00282499
          83    0.888361    0.867513  0.00280237
          84    0.849121    0.867295  0.00277755
          85      0.9123    0.867824  0.00279488
          86    0.822772      0.8673  0.00281105
          87    0.848595    0.867085  0.00278695
          88    0.894884    0.867401  0.00277313
          89    0.866521    0.867391  0.00274198
          90    0.865705    0.867372  0.00271158
          91    0.855927    0.867247   0.0026847
          92    0.855347    0.867117  0.00265863
          93    0.855351    0.866991  0.00263305
          94    0.862897    0.866947   0.0026054
          95    0.892987    0.867221  0.00259236
          96    0.854267    0.867086  0.00256886
          97    0.845528    0.866864  0.00255197
          98    0.896143    0.867163  0.00254336
          99    0.868922    0.867181  0.00251773
         100     0.85244    0.867033  0.00249687
         101    0.893563    0.867296  0.00248592
         102    0.856335    0.867188  0.00246387
         103    0.882732    0.867339  0.00244457
         104    0.884498    0.867504  0.00242662
         105    0.847412    0.867313  0.00241105
         106    0.872269     0.86736  0.00238875
         107     0.88793    0.867552  0.00237415
         108    0.868717    0.867563  0.00235219
         109    0.865246    0.867542  0.00233071
         110    0.891358    0.867758  0.00231956
         111    0.865018    0.867733  0.00229879
         112    0.850543     0.86758  0.00228338
         113    0.889887    0.867777   0.0022717
         114    0.835758    0.867496  0.00226907
         115    0.866227    0.867485  0.00224936
         116    0.868809    0.867497     0.00223
         117    0.880975    0.867612  0.00221391
         118    0.922216    0.868075  0.00224299
         119    0.865118     0.86805  0.00222428
         120    0.878855     0.86814  0.00220757
         121    0.855595    0.868036  0.00219175
         122    0.875932    0.868101  0.00217474
         123     0.85503    0.867995  0.00215966
         124    0.877279     0.86807  0.00214354
         125    0.888396    0.868232  0.00213255
         126    0.869179     0.86824  0.00211564
         127     0.89861    0.868479  0.00211245
         128    0.866331    0.868462  0.00209601
         129    0.894195    0.868662  0.00208924
         130    0.853554    0.868545   0.0020764
         131    0.861294     0.86849  0.00206128
         132      0.8712     0.86851  0.00204577
         133    0.874908    0.868559  0.00203095
         134    0.869602    0.868566  0.00201581
         135     0.82549    0.868247  0.00202598
         136    0.879415    0.868329  0.00201274
         137    0.873037    0.868364  0.00199835
         138    0.870131    0.868377  0.00198391
         139    0.868747    0.868379  0.00196963
         140    0.865823    0.868361  0.00195565
         141     0.86711    0.868352   0.0019418
         142    0.872403    0.868381  0.00192834
         143    0.879105    0.868456  0.00191631
         144    0.842686    0.868277  0.00191134
         145    0.883222     0.86838  0.00190093
         146    0.881153    0.868467  0.00188993
         147    0.855387    0.868378  0.00187916
         148    0.870073     0.86839   0.0018665
         149    0.852159    0.868281  0.00185715
         150    0.849152    0.868153  0.00184914
         151    0.873851    0.868191  0.00183728
         152    0.854745    0.868103  0.00182732
         153    0.848966    0.867977  0.00181965
         154    0.870808    0.867996  0.00180793
         155    0.848565     0.86787  0.00180061
         156    0.862747    0.867838  0.00178937
         157     0.86314    0.867808  0.00177822
         158    0.880977    0.867891  0.00176892
         159    0.853367      0.8678  0.00176015
         160    0.866321     0.86779  0.00174917
         161    0.890428    0.867931  0.00174395
         162    0.867178    0.867926  0.00173319
         163     0.83625    0.867732  0.00173342
         164    0.855923     0.86766  0.00172434
         165    0.836867    0.867473  0.00172396
         166    0.839261    0.867304  0.00172193
         167    0.845511    0.867173  0.00171656
         168    0.867515    0.867175  0.00170634
         169    0.865878    0.867167  0.00169626
         170    0.846769    0.867047  0.00169052
         171    0.861514    0.867015  0.00168095
         172    0.861435    0.866983  0.00167149
         173    0.871947    0.867011  0.00166207
         174    0.867246    0.867013  0.00165252
         175    0.852528     0.86693  0.00164515
         176    0.873977     0.86697  0.00163629
         177    0.895792    0.867133  0.00163513
         178    0.898109    0.867307  0.00163518
         179    0.870103    0.867322  0.00162611
         180    0.861639    0.867291  0.00161739
         181    0.863157    0.867268  0.00160861
         182    0.867551     0.86727  0.00159978
         183    0.888827    0.867387  0.00159536
         184    0.859262    0.867343   0.0015873
         185    0.865075    0.867331  0.00157877
         186    0.857513    0.867278  0.00157117
         187    0.872455    0.867306  0.00156301
         188    0.888559    0.867419  0.00155878
         189    0.838721    0.867267  0.00155791
         190     0.81622    0.866998   0.0015727
         191    0.859353    0.866958  0.00156498
         192    0.878368    0.867018  0.00155796
         193    0.884467    0.867108   0.0015525
         194    0.892891    0.867241  0.00155018
         195    0.860804    0.867208  0.00154258
         196    0.881978    0.867283  0.00153655
         197    0.885318    0.867375  0.00153148
         198    0.907849    0.867579  0.00153732
         199    0.879121    0.867637  0.00153069
         200    0.858626    0.867592   0.0015237
