#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
           1     1.02139     1.02139           0
           2     1.03322     1.02731  0.00418143
           3     1.07429     1.04297   0.0130868
           4     1.12966     1.06464    0.021181
           5     1.15908     1.08353   0.0239272
           6      1.1829     1.10009   0.0250231
           7     1.19701     1.11393   0.0249869
           8     1.20479     1.12529   0.0243081
           9      1.2252     1.13639   0.0240087
          10     1.25394     1.14815   0.0243156
          11     1.24911     1.15733   0.0237745
          12     1.23934     1.16416   0.0227544
          13     1.23829     1.16986   0.0217069
          14     1.22414     1.17374   0.0204997
          15     1.22679     1.17728   0.0194358
          16     1.22931     1.18053   0.0184911
          17     1.25592     1.18496   0.0179274
          18     1.26444     1.18938   0.0174667
          19     1.23805     1.19194   0.0167341
          20     1.21117      1.1929    0.015925
          21     1.22766     1.19456   0.0152525
          22     1.24414     1.19681   0.0147247
          23     1.25424     1.19931   0.0142947
          24     1.22216     1.20026   0.0137307
          25     1.20715     1.20054   0.0131843
          26     1.22068     1.20131   0.0126999
          27     1.21273     1.20173   0.0122366
          28     1.21729     1.20229   0.0118122
          29     1.23159      1.2033    0.011448
          30     1.23452     1.20434   0.0111136
          31     1.25906     1.20611   0.0108944
          32     1.27174     1.20816   0.0107452
          33     1.27766     1.21026    0.010624
          34     1.28855     1.21256   0.0105582
          35     1.27185     1.21426   0.0103915
          36       1.264     1.21564   0.0101943
          37      1.2539     1.21667  0.00997104
          38     1.24828     1.21751  0.00974326
          39     1.24781     1.21828  0.00952437
          40     1.23409     1.21868  0.00929445
          41     1.23549     1.21909   0.0090768
          42     1.27787     1.22049  0.00896794
          43     1.29792     1.22229  0.00893833
          44     1.28072     1.22362   0.0088333
          45     1.26586     1.22456  0.00868673
          46     1.27507     1.22565  0.00856701
          47     1.26248     1.22644  0.00842048
          48     1.26321      1.2272  0.00827984
          49     1.26891     1.22805   0.0081545
          50     1.26829     1.22886  0.00803102
          51      1.2627     1.22952  0.00790091
          52     1.26835     1.23027  0.00778418
          53     1.27416      1.2311  0.00768124
          54     1.24849     1.23142  0.00754574
          55     1.24195     1.23161  0.00741098
          56     1.24874     1.23192  0.00728495
          57     1.26238     1.23245  0.00717672
          58     1.25629     1.23286  0.00706475
          59     1.23165     1.23284  0.00694504
          60     1.22459      1.2327  0.00683065
          61     1.23861      1.2328  0.00671936
          62      1.2391      1.2329  0.00661175
          63     1.25646     1.23328  0.00651737
          64     1.26579     1.23378   0.0064353
          65     1.26023     1.23419  0.00634914
          66     1.25976     1.23458  0.00626475
          67     1.24809     1.23478  0.00617449
          68     1.23001     1.23471  0.00608409
          69     1.20655      1.2343  0.00600959
          70      1.1982     1.23379  0.00594583
          71     1.22008     1.23359  0.00586522
          72     1.23196     1.23357   0.0057838
          73     1.24395     1.23371  0.00570632
          74     1.25147     1.23395  0.00563425
          75     1.25034     1.23417  0.00556336
          76     1.23258     1.23415   0.0054902
          77     1.20335     1.23375  0.00543345
          78      1.2117     1.23347  0.00537114
          79     1.21009     1.23317  0.00531129
          80     1.19939     1.23275  0.00526167
          81     1.20919     1.23246  0.00520474
          82     1.20531     1.23213  0.00515179
          83     1.20569     1.23181  0.00509956
          84     1.22456     1.23172  0.00503958
          85     1.25535       1.232  0.00498796
          86     1.29268     1.23271   0.0049796
          87     1.29171     1.23338  0.00496834
          88     1.26749     1.23377  0.00492697
          89     1.24537      1.2339  0.00487333
          90      1.2394     1.23396  0.00481957
          91     1.25272     1.23417  0.00477101
          92     1.25624     1.23441  0.00472518
          93     1.23895     1.23446  0.00467463
          94     1.24079     1.23453  0.00462538
          95     1.24838     1.23467  0.00457899
          96     1.26146     1.23495  0.00453979
          97      1.2542     1.23515  0.00449733
          98     1.24105     1.23521  0.00445184
          99     1.22634     1.23512  0.00440777
         100     1.20221     1.23479  0.00437596
         101     1.21203     1.23457  0.00433843
         102     1.24498     1.23467   0.0042971
         103     1.26579     1.23497    0.004266
         104     1.28891     1.23549  0.00425639
         105     1.28875       1.236  0.00424597
