#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
           1        0.78        0.78           0
           2        0.78        0.78           0
           3        0.78        0.78           0
           4        0.78        0.78           0
           5        0.78        0.78           0
           6        0.78        0.78           0
           7        0.78        0.78 5.63211e-09
           8        0.78        0.78           0
           9        0.78        0.78           0
          10        0.78        0.78   3.332e-09
          11        0.78        0.78 3.17694e-09
          12        0.78        0.78 3.04169e-09
          13        0.78        0.78 5.06167e-09
          14        0.78        0.78 4.87755e-09
          15        0.78        0.78 3.84746e-09
          16        0.78        0.78 3.72529e-09
          17        0.78        0.78 3.61406e-09
          18        0.78        0.78 2.48353e-09
          19        0.78        0.78 2.41729e-09
          20        0.78        0.78 2.35608e-09
