#     BLOCK:   ACTUAL_KE:    KE_AVE:      ERROR:
           1       1.215       1.215           0
           2       1.215       1.215           0
           3       1.215       1.215 8.60319e-09
           4       1.215       1.215           0
           5       1.215       1.215           0
           6       1.215       1.215 6.08337e-09
           7       1.215       1.215 5.63211e-09
           8       1.215       1.215 5.26836e-09
           9       1.215       1.215 4.96705e-09
          10       1.215       1.215 9.42432e-09
          11       1.215       1.215 8.98574e-09
          12       1.215       1.215 8.60319e-09
          13       1.215       1.215 8.26568e-09
          14       1.215       1.215 7.96501e-09
          15       1.215       1.215 3.84746e-09
          16       1.215       1.215 3.72529e-09
          17       1.215       1.215 3.61406e-09
