#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1    -6.62317    -6.62317           0
           2    -6.59343     -6.6083   0.0105134
           3    -6.56303    -6.59321   0.0141759
           4    -6.53403    -6.57842   0.0166496
           5    -6.49569    -6.56187   0.0199102
           6    -6.46385    -6.54553   0.0223089
           7    -6.44786    -6.53158   0.0230768
           8    -6.42687    -6.51849   0.0236139
           9     -6.4057    -6.50596   0.0240874
          10    -6.38278    -6.49364   0.0246275
          11     -6.3576    -6.48127   0.0253043
          12    -6.33767    -6.46931   0.0258709
          13    -6.32836    -6.45847   0.0260538
          14    -6.31473     -6.4482   0.0261377
          15    -6.30727     -6.4388   0.0260289
          16    -6.29575    -6.42986   0.0258922
          17    -6.28811    -6.42152   0.0256766
