#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
           1        0.75        0.75           0
           2        0.75        0.75           0
           3        0.75        0.75           0
           4        0.75        0.75           0
           5        0.75        0.75           0
           6        0.75        0.75 4.30159e-09
           7        0.75        0.75  3.9825e-09
           8        0.75        0.75 3.72529e-09
           9        0.75        0.75 3.51224e-09
          10        0.75        0.75   3.332e-09
          11        0.75        0.75 3.17694e-09
          12        0.75        0.75 3.04169e-09
          13        0.75        0.75 2.92236e-09
          14        0.75        0.75 2.81605e-09
          15        0.75        0.75 2.72057e-09
          16        0.75        0.75 2.63418e-09
          17        0.75        0.75 2.55553e-09
          18        0.75        0.75 2.48353e-09
          19        0.75        0.75 2.41729e-09
          20        0.75        0.75 2.35608e-09
