#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1    -6.69836    -6.69836           0
           2    -6.63895    -6.66865   0.0210066
           3    -6.57048    -6.63593   0.0301677
           4    -6.52812    -6.60898   0.0325079
           5    -6.48596    -6.58437   0.0340671
           6    -6.44023    -6.56035   0.0358735
           7    -6.41482    -6.53956   0.0362758
           8    -6.39614    -6.52163   0.0358989
           9    -6.37205    -6.50501   0.0355498
          10    -6.33551    -6.48806   0.0358083
          11    -6.32038    -6.47282   0.0356505
          12    -6.30541    -6.45887    0.035304
          13    -6.27326    -6.44459   0.0353576
          14    -6.25623    -6.43114   0.0352991
          15    -6.22946    -6.41769   0.0354139
          16    -6.20375    -6.40432   0.0356356
          17    -6.17868    -6.39105   0.0359263
          18    -6.14208    -6.37722   0.0364959
          19    -6.10828    -6.36306   0.0372188
          20    -6.06449    -6.34813   0.0382347
