#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1    -6.63818    -6.63818           0
           2    -6.60846    -6.62332   0.0105077
           3    -6.57816    -6.60827   0.0141465
           4    -6.54931    -6.59353   0.0165988
           5    -6.51083    -6.57699   0.0198785
           6    -6.47899    -6.56065   0.0222873
           7    -6.46299     -6.5467   0.0230604
           8    -6.44184     -6.5336   0.0236111
           9    -6.42097    -6.52108   0.0240763
          10    -6.39773    -6.50875   0.0246266
          11    -6.37261    -6.49637   0.0253072
          12    -6.35238    -6.48437   0.0258873
          13    -6.34315    -6.47351   0.0260757
          14    -6.33035    -6.46328   0.0261414
          15    -6.32326    -6.45395   0.0260119
          16    -6.31171    -6.44506   0.0258607
          17    -6.30384    -6.43675    0.025639
          18    -6.28123    -6.42811   0.0256292
          19    -6.25883     -6.4192   0.0257825
          20    -6.25084    -6.41078    0.025831
          21    -6.24326    -6.40281   0.0258034
          22    -6.23277    -6.39508   0.0257621
          23    -6.23138    -6.38796   0.0256062
          24    -6.21145     -6.3806   0.0255737
          25    -6.19319    -6.37311    0.025626
          26    -6.18455    -6.36586    0.025646
          27    -6.17862    -6.35892   0.0256165
          28     -6.1622     -6.3519    0.025647
          29    -6.15182      -6.345   0.0256738
          30    -6.13329    -6.33794   0.0257696
          31    -6.12233    -6.33098   0.0258599
          32    -6.11044    -6.32409    0.025954
          33    -6.09909    -6.31727   0.0260477
          34    -6.07814    -6.31024    0.026214
          35     -6.0574    -6.30302   0.0264417
          36    -6.04198    -6.29577   0.0266829
          37    -6.02027    -6.28832   0.0269806
          38    -6.01131    -6.28103   0.0272376
          39    -5.98554    -6.27345   0.0275729
          40    -5.95847    -6.26558   0.0279854
          41    -5.93754    -6.25758   0.0284236
          42    -5.89336    -6.24891   0.0290396
          43     -5.8842    -6.24042   0.0295769
          44    -5.88638    -6.23238   0.0299793
          45    -5.87729    -6.22449   0.0303338
          46    -5.87634    -6.21692   0.0306039
          47    -5.87614    -6.20967   0.0307997
          48    -5.89651    -6.20314   0.0308413
          49    -5.91982    -6.19736   0.0307491
          50    -5.91465    -6.19171   0.0306496
          51    -5.89532     -6.1859   0.0305946
          52    -5.87421     -6.1799   0.0305878
          53    -5.89991    -6.17462   0.0304635
          54    -5.90918     -6.1697   0.0302933
          55     -5.9155    -6.16508    0.030093
          56    -5.92249    -6.16075   0.0298658
          57    -5.92097    -6.15654   0.0296366
          58    -5.92639    -6.15258   0.0293901
          59    -5.91566    -6.14856    0.029165
          60    -5.89702    -6.14437   0.0289787
          61    -5.87698    -6.13998   0.0288332
          62    -5.88142    -6.13581   0.0286682
          63    -5.88754    -6.13187   0.0284827
          64    -5.90218    -6.12828   0.0282629
          65    -5.92318    -6.12513   0.0280036
          66    -5.92451    -6.12209   0.0277438
          67    -5.91278    -6.11896   0.0275051
          68    -5.90501    -6.11582     0.02728
          69    -5.88625    -6.11249   0.0270867
          70    -5.90132    -6.10947   0.0268672
          71    -5.88436     -6.1063   0.0266753
          72    -5.88121    -6.10318   0.0264873
          73    -5.86505    -6.09992   0.0263246
          74    -5.85447     -6.0966    0.026177
          75    -5.84628    -6.09326   0.0260398
          76    -5.84479    -6.08999   0.0259016
          77    -5.84594    -6.08682   0.0257584
          78    -5.84749    -6.08375   0.0256103
          79    -5.85378    -6.08084    0.025451
          80    -5.84725    -6.07792   0.0252998
          81    -5.83747    -6.07495   0.0251611
          82    -5.82164    -6.07187   0.0250431
