#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1    -3.45604    -3.45604           0
           2    -3.45224    -3.45414  0.00134279
           3    -3.45285    -3.45371 0.000961954
           4    -3.45477    -3.45398 0.000757266
           5    -3.45507    -3.45419 0.000636433
           6    -3.45178    -3.45379 0.000645192
           7    -3.45252    -3.45361 0.000578148
           8    -3.45022    -3.45319 0.000642712
           9    -3.45182    -3.45303 0.000589041
          10    -3.45316    -3.45305 0.000530272
          11    -3.45132    -3.45289   0.0005047
          12    -3.45123    -3.45275 0.000481164
          13    -3.45198    -3.45269 0.000447839
          14    -3.45183    -3.45263 0.000420099
          15    -3.45461    -3.45276  0.00041236
          16    -3.45049    -3.45262 0.000410382
          17     -3.4543    -3.45272 0.000397969
          18    -3.45466    -3.45283 0.000390184
          19     -3.4552    -3.45295 0.000389117
          20    -3.45415    -3.45301 0.000374282
          21    -3.45501    -3.45311 0.000368402
          22    -3.45322    -3.45311 0.000351691
          23    -3.45216    -3.45307  0.00033885
          24    -3.45365    -3.45309 0.000325604
          25    -3.45279    -3.45308 0.000312812
          26    -3.45229    -3.45305 0.000302273
          27    -3.45297    -3.45305 0.000291091
          28    -3.45413    -3.45309 0.000283259
          29    -3.45424    -3.45313 0.000276265
          30    -3.45253    -3.45311  0.00026777
          31    -3.45294     -3.4531 0.000259186
          32    -3.45288    -3.45309 0.000251183
          33    -3.45364    -3.45311 0.000244112
          34    -3.45438    -3.45315  0.00023976
          35    -3.45371    -3.45316 0.000233439
          36    -3.44977    -3.45307 0.000245229
          37     -3.4504      -3.453 0.000249024
          38    -3.45182    -3.45297 0.000244406
          39    -3.45307    -3.45297 0.000238153
          40    -3.45269    -3.45296 0.000232302
          41    -3.45203    -3.45294 0.000227739
          42    -3.45279    -3.45294 0.000222346
          43    -3.45236    -3.45292 0.000217579
          44     -3.4544    -3.45296 0.000215212
          45    -3.45382    -3.45298 0.000211274
          46    -3.45429      -3.453 0.000208617
          47    -3.45625    -3.45307 0.000215281
          48     -3.4536    -3.45308 0.000211078
          49    -3.45508    -3.45313 0.000210657
          50    -3.45435    -3.45315 0.000207873
          51    -3.45403    -3.45317 0.000204507
          52     -3.4531    -3.45317 0.000200577
          53    -3.45321    -3.45317 0.000196795
          54    -3.45429    -3.45319 0.000194239
          55     -3.4549    -3.45322 0.000193179
          56    -3.45611    -3.45327 0.000196518
          57     -3.4531    -3.45327 0.000193093
          58    -3.45434    -3.45329 0.000190648
          59    -3.45385    -3.45329 0.000187653
          60    -3.45438    -3.45331 0.000185391
          61    -3.45212    -3.45329 0.000183379
          62     -3.4532    -3.45329 0.000180428
          63     -3.4536     -3.4533 0.000177629
