#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
           1        1.17        1.17           0
           2        1.17        1.17           0
           3        1.17        1.17           0
           4        1.17        1.17           0
           5        1.17        1.17           0
           6        1.17        1.17           0
           7        1.17        1.17 5.63211e-09
           8        1.17        1.17 5.26836e-09
           9        1.17        1.17 4.96705e-09
          10        1.17        1.17 4.71216e-09
          11        1.17        1.17           0
          12        1.17        1.17           0
          13        1.17        1.17 4.13284e-09
          14        1.17        1.17  3.9825e-09
          15        1.17        1.17           0
          16        1.17        1.17           0
          17        1.17        1.17           0
          18        1.17        1.17 4.96705e-09
          19        1.17        1.17 4.83458e-09
          20        1.17        1.17 4.71216e-09
