#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1     1.72316     1.72316           0
           2     1.72315     1.72315  3.1106e-06
           3     1.72314     1.72315 4.53485e-06
           4     1.72313     1.72315  4.9399e-06
           5     1.72312     1.72314 5.39522e-06
           6     1.72312     1.72314 5.87051e-06
           7     1.72311     1.72313 6.16697e-06
           8     1.72311     1.72313 6.27219e-06
           9      1.7231     1.72313 6.39333e-06
          10     1.72309     1.72312 6.61706e-06
          11     1.72309     1.72312  6.7714e-06
          12     1.72308     1.72312 6.89419e-06
          13     1.72307     1.72311 7.10173e-06
          14     1.72307     1.72311 7.31201e-06
          15     1.72306     1.72311 7.56769e-06
          16     1.72305      1.7231 7.75015e-06
          17     1.72305      1.7231 7.97541e-06
          18     1.72304      1.7231 8.29901e-06
          19     1.72303     1.72309  8.5888e-06
          20     1.72302     1.72309 8.93563e-06
