#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
           1     1.29307     1.29307           0
           2     1.10219     1.19763   0.0674868
           3     1.10539     1.16688   0.0515219
           4     1.11777     1.15461   0.0400778
           5     1.10368     1.14442   0.0333314
           6     1.11869     1.14013   0.0280506
           7      1.1188     1.13708   0.0242084
           8     1.05692     1.12706   0.0231638
           9     1.08908     1.12284    0.020971
          10     1.08088     1.11865   0.0192891
          11       1.112     1.11804   0.0175451
          12     1.08039      1.1149   0.0163611
          13     1.13858     1.11673   0.0152036
          14     1.07384     1.11366   0.0144229
          15     1.09157     1.11219   0.0135364
          16     1.09272     1.11097   0.0127449
          17     1.10455      1.1106   0.0120008
          18     1.11344     1.11075   0.0113351
          19     1.09097     1.10971   0.0107863
          20     1.06745      1.1076   0.0104519
          21     1.11674     1.10804  0.00996321
          22     1.03782     1.10484   0.0100084
          23     1.11382     1.10523  0.00958091
          24     1.02302     1.10181  0.00977495
          25     1.09639     1.10159  0.00938635
          26     1.10307     1.10165  0.00902551
          27     1.11858     1.10228  0.00871298
          28      1.0922     1.10192  0.00840922
          29     1.11241     1.10228  0.00812704
          30     1.08398     1.10167  0.00787898
          31     1.10522     1.10178  0.00762565
          32     1.08064     1.10112  0.00741593
          33      1.1039     1.10121  0.00719168
          34     1.10678     1.10137  0.00698203
          35     1.10242      1.1014  0.00678261
          36     1.12599     1.10208   0.0066285
          37     1.08753     1.10169  0.00646101
          38     1.07488     1.10098  0.00632937
          39     1.10537      1.1011  0.00616808
          40     1.08135      1.1006  0.00603361
          41     1.11008     1.10083  0.00589087
          42     1.12559     1.10142  0.00578003
          43     1.12641       1.102  0.00567475
          44     1.07471     1.10138  0.00557959
          45     1.08894     1.10111  0.00546245
          46     1.07321      1.1005  0.00537727
          47     1.13039     1.10114  0.00530033
          48     1.03739     1.09981   0.0053537
          49     1.13502     1.10053  0.00529243
          50     1.06314     1.09978  0.00523913
          51     1.07133     1.09922  0.00516603
          52     1.12316     1.09968  0.00508716
          53     1.09112     1.09952  0.00499374
          54     1.05767     1.09875  0.00496105
          55     1.05568     1.09796  0.00493225
          56     1.07496     1.09755  0.00486125
          57     1.06154     1.09692  0.00481685
          58     1.08867     1.09678   0.0047359
          59     1.12025     1.09718  0.00467232
          60     1.13094     1.09774  0.00462821
          61     1.10953     1.09793  0.00455637
          62     1.12828     1.09842   0.0045091
          63      1.0872     1.09824  0.00444104
          64     1.08406     1.09802  0.00437718
          65     1.06709     1.09755  0.00433562
          66     1.10446     1.09765  0.00427119
          67     1.06961     1.09723   0.0042279
          68     1.06547     1.09676  0.00419145
          69     1.09328     1.09671  0.00413101
          70     1.06866     1.09631  0.00409139
          71     1.02492     1.09531   0.0041555
          72     1.08824     1.09521  0.00409894
          73     1.09761     1.09524  0.00404292
          74     1.08547     1.09511  0.00399045
          75     1.06026     1.09465   0.0039642
