#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1    -1.01993    -1.01993           0
           2       -1.02    -1.01997 2.30234e-05
           3       -1.02    -1.01998 1.77234e-05
           4       -1.02    -1.01998 1.40989e-05
           5       -1.02    -1.01999  1.1649e-05
           6       -1.02    -1.01999 9.90769e-06
           7       -1.02    -1.01999 8.61277e-06
           8       -1.02    -1.01999 7.61427e-06
           9       -1.02    -1.01999 6.82175e-06
          10       -1.02    -1.01999 6.17782e-06
          11       -1.02    -1.01999  5.6445e-06
          12       -1.02    -1.01999 5.19564e-06
          13       -1.02    -1.01999 4.81271e-06
          14       -1.02       -1.02 4.48223e-06
          15       -1.02       -1.02 4.19412e-06
          16       -1.02       -1.02 3.94076e-06
          17       -1.02       -1.02 3.71621e-06
          18       -1.02       -1.02 3.51585e-06
          19       -1.02       -1.02 3.33596e-06
          20       -1.02       -1.02 3.17356e-06
