#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
           1     1.10811     1.10811           0
           2      1.1875      1.1478   0.0280676
           3     1.25286     1.18282   0.0341718
           4     1.28147     1.20749    0.033362
           5      1.3152     1.22903   0.0329181
           6     1.31005     1.24253   0.0300742
           7      1.2974     1.25037     0.02678
           8     1.30603     1.25733   0.0243195
           9     1.30439     1.26256   0.0221722
          10     1.33551     1.26985   0.0211212
          11     1.34105     1.27633   0.0201684
          12     1.33188     1.28095   0.0190115
          13     1.33793     1.28534   0.0180472
          14     1.31068     1.28715   0.0168487
          15     1.31554     1.28904   0.0158314
          16     1.30418     1.28999   0.0148702
          17     1.30424     1.29083   0.0140191
          18     1.30908     1.29184   0.0132769
          19     1.28995     1.29174   0.0125785
          20     1.34314     1.29431   0.0122093
          21     1.36151     1.29751     0.01204
          22     1.37945     1.30123    0.012055
          23     1.36988     1.30422   0.0118946
          24     1.37058     1.30698   0.0117159
          25     1.32699     1.30778   0.0112746
          26     1.32317     1.30838   0.0108565
          27     1.32789      1.3091   0.0104784
          28     1.32206     1.30956   0.0101144
          29     1.32527      1.3101  0.00978014
