#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
           1        1.13        1.13           0
           2        1.13        1.13           0
           3        1.13        1.13           0
           4        1.13        1.13           0
           5        1.13        1.13           0
           6        1.13        1.13           0
           7        1.13        1.13           0
           8        1.13        1.13           0
           9        1.13        1.13           0
          10        1.13        1.13           0
          11        1.13        1.13           0
          12        1.13        1.13           0
          13        1.13        1.13           0
          14        1.13        1.13           0
          15        1.13        1.13 3.84746e-09
          16        1.13        1.13 3.72529e-09
          17        1.13        1.13 3.61406e-09
          18        1.13        1.13 4.96705e-09
          19        1.13        1.13 4.83458e-09
          20        1.13        1.13 4.71216e-09
