#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1    -4.74232    -4.74232           0
           2    -4.73735    -4.73984  0.00175652
           3    -4.73092    -4.73686  0.00269322
           4    -4.72634    -4.73423  0.00304429
           5    -4.72143    -4.73167  0.00334316
           6    -4.71515    -4.72892  0.00375293
           7    -4.71045    -4.72628  0.00403936
           8    -4.70739    -4.72392  0.00416774
           9    -4.70307     -4.7216  0.00430036
          10    -4.69662     -4.7191  0.00453858
          11    -4.69268     -4.7167   0.0047193
          12     -4.6885    -4.71435  0.00487624
          13    -4.68344    -4.71197  0.00504788
          14    -4.67854    -4.70959  0.00522173
          15    -4.67206    -4.70708  0.00543991
          16    -4.66656    -4.70455  0.00565893
          17    -4.65708    -4.70176  0.00597536
          18    -4.64674     -4.6987  0.00637738
          19    -4.63785     -4.6955  0.00679857
          20    -4.62606    -4.69203  0.00729142
