#     BLOCK:   ACTUAL_P:     P_AVE:       ERROR:
           1    0.806688    0.806688           0
           2    0.807053     0.80687 0.000129118
           3    0.807503    0.807081 0.000192542
           4    0.807802    0.807261 0.000212563
           5    0.808141    0.807437 0.000231699
           6    0.808531     0.80762 0.000254897
           7    0.808809    0.807789 0.000269197
           8    0.808993     0.80794  0.00027437
           9    0.809262    0.808087 0.000280487
          10    0.809641    0.808242 0.000292346
          11    0.809872     0.80839 0.000300999
          12     0.81011    0.808534 0.000308129
          13    0.810454    0.808681  0.00031788
          14     0.81075    0.808829 0.000327707
          15    0.811132    0.808983 0.000339918
          16    0.811391    0.809133 0.000350407
          17    0.811864    0.809294 0.000364762
          18    0.812447    0.809469 0.000384263
          19    0.812854    0.809647 0.000403224
          20    0.813464    0.809838 0.000425838
