#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1    -6.66836    -6.66836           0
           2    -6.60884     -6.6386   0.0210463
           3    -6.54032    -6.60584   0.0302045
           4    -6.49809     -6.5789   0.0325172
           5    -6.45532    -6.55419   0.0341389
           6    -6.40876    -6.52995   0.0360405
           7    -6.38331      -6.509   0.0364753
           8    -6.36484    -6.49098   0.0360937
           9    -6.34114    -6.47433   0.0357175
          10    -6.30425    -6.45732    0.035968
          11    -6.28861    -6.44199   0.0358193
          12    -6.27237    -6.42785    0.035514
          13    -6.23841    -6.41328   0.0356468
          14    -6.22092    -6.39954   0.0356505
          15    -6.19374    -6.38582   0.0358166
          16    -6.16842    -6.37223   0.0360634
          17    -6.14244    -6.35871   0.0363871
          18    -6.10507    -6.34462   0.0369937
          19    -6.07075    -6.33021   0.0377507
          20    -6.02664    -6.31503   0.0387948
