#     BLOCK:   ACTUAL_KE:    KE_AVE:      ERROR:
           1       1.155       1.155           0
           2       1.155       1.155           0
           3       1.155       1.155           0
           4       1.155       1.155           0
           5       1.155       1.155           0
           6       1.155       1.155           0
           7       1.155       1.155 5.63211e-09
           8       1.155       1.155 5.26836e-09
           9       1.155       1.155 4.96705e-09
          10       1.155       1.155 4.71216e-09
          11       1.155       1.155           0
          12       1.155       1.155           0
          13       1.155       1.155 4.13284e-09
          14       1.155       1.155  3.9825e-09
          15       1.155       1.155 5.44113e-09
          16       1.155       1.155 5.26836e-09
          17       1.155       1.155 5.11106e-09
          18       1.155       1.155 6.08337e-09
          19       1.155       1.155 5.92112e-09
          20       1.155       1.155 5.77119e-09
