#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
           1    0.921245    0.921245           0
           2    0.931472    0.926359  0.00361562
           3     0.96771    0.940143   0.0115097
           4     1.02268    0.960777   0.0198461
           5     1.05881    0.980383   0.0236556
           6     1.07817    0.996682   0.0246976
           7     1.09178     1.01027   0.0246242
           8     1.10514     1.02213   0.0242342
           9     1.12088      1.0331   0.0238966
          10     1.15179     1.04497   0.0242761
          11     1.16216     1.05562   0.0242947
          12     1.14429     1.06301   0.0233668
          13     1.13518     1.06856    0.022219
          14     1.13598     1.07338   0.0211473
          15     1.14956     1.07846   0.0203383
          16     1.15341     1.08314   0.0195992
          17     1.15906     1.08761   0.0189483
          18     1.14377     1.09073   0.0181507
          19     1.12926     1.09275   0.0173083
          20     1.12412     1.09432   0.0165137
          21     1.14806     1.09688   0.0159244
          22     1.18462     1.10087    0.015692
          23     1.19859     1.10512   0.0155743
          24     1.20595     1.10932   0.0154817
          25     1.18815     1.11247   0.0151801
          26     1.16793     1.11461   0.0147453
          27      1.1641     1.11644   0.0143127
          28     1.14224     1.11736   0.0138312
          29     1.12732      1.1177   0.0133585
          30     1.12474     1.11794   0.0129153
          31     1.12406     1.11814   0.0125002
          32     1.13006     1.11851   0.0121151
          33     1.13524     1.11902   0.0117586
          34      1.1431     1.11972    0.011434
          35     1.16592     1.12104   0.0111833
          36     1.18505     1.12282    0.011013
          37     1.17508     1.12423   0.0108056
          38     1.18393      1.1258   0.0106348
          39     1.17419     1.12705   0.0104342
          40     1.15201     1.12767    0.010192
          41     1.14158     1.12801  0.00994908
          42     1.15333     1.12861  0.00973045
          43     1.18575     1.12994  0.00959448
          44     1.19671     1.13146  0.00949567
          45     1.21658     1.13335  0.00947117
          46     1.21436     1.13511  0.00942758
          47     1.19385     1.13636  0.00930946
          48     1.20464     1.13778  0.00922353
          49     1.22194      1.1395   0.0091938
          50     1.21294     1.14097  0.00912648
          51     1.16629     1.14147  0.00896103
          52     1.14719     1.14158  0.00878938
          53     1.15491     1.14183  0.00862714
          54     1.16583     1.14227  0.00847883
          55     1.17286     1.14283  0.00834288
          56     1.18337     1.14355  0.00822525
          57     1.18186     1.14422  0.00810836
          58     1.16916     1.14465  0.00797995
          59     1.17778     1.14522  0.00786442
          60     1.17447      1.1457  0.00774845
          61     1.14998     1.14577  0.00762175
          62     1.14981     1.14584  0.00749909
          63      1.1586     1.14604   0.0073828
          64     1.17987     1.14657  0.00728633
          65     1.17075     1.14694  0.00718373
          66     1.16567     1.14723  0.00708049
          67     1.15232      1.1473  0.00697522
          68     1.15808     1.14746  0.00687444
          69      1.1897     1.14807  0.00680202
