#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1   0.0507998   0.0507998           0
           2-3.56368e-13   0.0253999   0.0179605
           3-3.56368e-13   0.0169333    0.013826
           4-3.56368e-13      0.0127   0.0109985
           5-3.56368e-13     0.01016  0.00908735
           6-3.56368e-13  0.00846664  0.00772895
           7-3.56368e-13  0.00725712  0.00671879
           8-3.56368e-13  0.00634998  0.00593986
           9-3.56368e-13  0.00564443  0.00532162
          10-3.56368e-13  0.00507998   0.0048193
          11-3.56368e-13  0.00461817  0.00440325
          12-3.56368e-13  0.00423332  0.00405309
          13-3.56368e-13  0.00390768  0.00375438
          14-3.56368e-13  0.00362856  0.00349657
          15-3.56368e-13  0.00338666  0.00327182
          16-3.56368e-13  0.00317499  0.00307417
          17-3.56368e-13  0.00298823    0.002899
          18-3.56368e-13  0.00282221   0.0027427
          19-3.56368e-13  0.00267368  0.00260236
          20-3.56368e-13  0.00253999  0.00247568
