#     BLOCK:   ACTUAL_KE:    KE_AVE:      ERROR:
           1     1.23433     1.23433           0
           2     1.28477     1.25955   0.0178308
           3     1.25524     1.25811   0.0119449
           4     1.28117     1.26388    0.010255
           5     1.27257     1.26561  0.00834997
           6     1.27175     1.26664  0.00702063
           7     1.26567      1.2665  0.00601905
           8      1.2864     1.26899  0.00575796
           9     1.28542     1.27081  0.00540001
          10     1.25128     1.26886  0.00520143
          11     1.29732     1.27145  0.00533321
          12     1.23498     1.26841  0.00568886
          13     1.27077     1.26859  0.00525416
          14      1.2926      1.2703  0.00515122
          15     1.27325      1.2705  0.00481156
          16     1.26546     1.27019  0.00452116
          17      1.2638     1.26981  0.00427078
          18     1.28734     1.27078  0.00414301
          19     1.26828     1.27065  0.00392705
          20     1.27131     1.27068  0.00373084
          21     1.26711     1.27051  0.00355707
          22     1.29391     1.27158  0.00355081
          23     1.27236     1.27161  0.00339658
          24     1.26501     1.27134  0.00326618
          25     1.26939     1.27126  0.00313646
          26     1.29021     1.27199  0.00309935
          27     1.27011     1.27192  0.00298534
          28      1.2716     1.27191  0.00287874
          29     1.27506     1.27202  0.00278153
          30      1.2607     1.27164  0.00271427
          31     1.27961      1.2719  0.00263888
          32      1.2808     1.27217  0.00257105
          33     1.27641      1.2723  0.00249634
          34     1.26574     1.27211  0.00243038
          35     1.26463      1.2719  0.00237031
          36      1.2787     1.27208  0.00231198
          37     1.28608     1.27246  0.00228023
          38     1.25125      1.2719  0.00228751
          39     1.27451     1.27197  0.00222983
          40     1.27102     1.27195  0.00217421
          41     1.27764     1.27209  0.00212561
          42      1.2608     1.27182   0.0020919
          43     1.28349     1.27209  0.00206079
          44     1.27344     1.27212  0.00201418
          45     1.25413     1.27172  0.00200869
          46     1.27441     1.27178  0.00196588
          47     1.24467      1.2712  0.00200689
          48     1.29706     1.27174   0.0020361
          49      1.2711     1.27173  0.00199459
          50     1.25678     1.27143  0.00197697
          51     1.27158     1.27143  0.00193821
          52     1.27819     1.27156  0.00190529
          53     1.26482     1.27143  0.00187358
          54      1.2643      1.2713  0.00184353
          55     1.28781      1.2716  0.00183429
          56     1.27366     1.27164   0.0018019
          57      1.2806      1.2718  0.00177713
          58     1.25364     1.27148  0.00177383
          59     1.28806     1.27176  0.00176587
          60     1.26441     1.27164  0.00174069
          61     1.27757     1.27174  0.00171486
          62     1.27729     1.27183  0.00168954
          63     1.28051     1.27197  0.00166833
          64     1.25444     1.27169  0.00166458
          65     1.28849     1.27195  0.00165892
          66     1.25986     1.27177  0.00164387
          67     1.27829     1.27186  0.00162221
          68     1.27919     1.27197  0.00160193
          69     1.25986      1.2718  0.00158831
          70     1.27969     1.27191  0.00156962
          71      1.2675     1.27185  0.00154874
          72     1.28493     1.27203  0.00153786
          73     1.25699     1.27182  0.00153053
          74     1.27809     1.27191  0.00151219
          75     1.25724     1.27171  0.00150462
          76     1.27695     1.27178   0.0014864
          77     1.26981     1.27176  0.00146732
          78     1.27499      1.2718  0.00144909
          79     1.29245     1.27206  0.00145413
          80     1.24823     1.27176  0.00146613
          81     1.26891     1.27173  0.00144845
          82     1.23981     1.27134  0.00148216
          83     1.29933     1.27167  0.00150219
          84     1.27885     1.27176  0.00148674
          85     1.26663      1.2717  0.00147047
          86     1.27533     1.27174  0.00145397
          87     1.27186     1.27174  0.00143726
          88     1.28417     1.27188  0.00142785
          89     1.24598     1.27159  0.00144117
          90     1.29194     1.27182  0.00144279
          91     1.28094     1.27192  0.00143041
          92     1.25971     1.27179  0.00142101
          93     1.25758     1.27163  0.00141391
          94     1.28115     1.27173  0.00140249
          95     1.25521     1.27156  0.00139847
          96     1.27922     1.27164  0.00138618
          97     1.26626     1.27158    0.001373
          98      1.2725     1.27159  0.00135902
          99     1.27639     1.27164  0.00134615
         100     1.28208     1.27175  0.00133673
         101     1.26302     1.27166  0.00132628
         102     1.27131     1.27166  0.00131329
         103     1.26799     1.27162  0.00130102
         104     1.26697     1.27158  0.00128927
         105     1.29845     1.27183  0.00130215
         106     1.25827      1.2717  0.00129613
         107     1.28035     1.27179  0.00128654
         108     1.26207      1.2717  0.00127776
         109      1.2884     1.27185   0.0012752
         110     1.24801     1.27163  0.00128189
         111     1.26468     1.27157  0.00127187
         112     1.26223     1.27149  0.00126324
         113     1.26278     1.27141  0.00125441
         114     1.28799     1.27155  0.00125181
         115     1.26575      1.2715  0.00124194
         116     1.26596     1.27146  0.00123216
         117     1.25371      1.2713  0.00123092
         118     1.28676     1.27144  0.00122744
         119     1.27721     1.27148  0.00121808
         120     1.28549      1.2716  0.00121351
         121     1.26031     1.27151  0.00120706
         122     1.26822     1.27148  0.00119747
         123     1.27581     1.27152  0.00118825
         124     1.26082     1.27143  0.00118179
         125     1.26984     1.27142  0.00117241
         126     1.26918      1.2714  0.00116324
         127     1.25689     1.27128  0.00115967
         128     1.26219     1.27121  0.00115279
         129     1.27229     1.27122  0.00114388
         130     1.26788      1.2712  0.00113537
         131     1.28487      1.2713  0.00113149
         132     1.26385     1.27124  0.00112433
         133     1.26661     1.27121  0.00111641
         134     1.29638      1.2714  0.00112378
         135     1.25267     1.27126  0.00112398
         136     1.29313     1.27142  0.00112717
         137     1.26524     1.27137  0.00111984
         138     1.26112      1.2713  0.00111419
         139     1.26601     1.27126  0.00110682
         140     1.28103     1.27133  0.00110111
         141      1.2542     1.27121  0.00109998
         142     1.28512     1.27131  0.00109659
         143     1.25573      1.2712  0.00109432
         144     1.27002     1.27119  0.00108675
         145     1.27895     1.27124  0.00108057
         146     1.27158     1.27125  0.00107318
         147     1.26549     1.27121  0.00106659
         148     1.29154     1.27134  0.00106819
         149     1.24311     1.27116   0.0010777
         150     1.27124     1.27116  0.00107051
         151     1.26055     1.27109  0.00106572
         152     1.26668     1.27106   0.0010591
         153     1.27931     1.27111  0.00105356
         154     1.26424     1.27107  0.00104766
         155     1.28325     1.27114  0.00104385
         156     1.25966     1.27107  0.00103975
         157     1.27417     1.27109  0.00103331
         158      1.2548     1.27099  0.00103191
         159     1.27869     1.27104  0.00102655
         160     1.28466     1.27112  0.00102366
         161     1.25796     1.27104  0.00102056
         162     1.29489     1.27119  0.00102482
         163     1.26394     1.27114   0.0010195
         164     1.26316     1.27109  0.00101444
         165     1.27411     1.27111  0.00100846
         166     1.25081     1.27099  0.00100977
         167     1.27816     1.27103  0.00100464
         168     1.28143     1.27109  0.00100056
         169     1.27602     1.27112 0.000995068
         170     1.28158     1.27119 0.000991113
         171     1.27306      1.2712 0.000985378
         172     1.27206      1.2712 0.000979662
         173     1.29092     1.27132 0.000980609
         174      1.2517      1.2712 0.000981431
         175     1.26794     1.27118    0.000976
         176     1.28881     1.27128 0.000975578
         177     1.26343     1.27124 0.000971075
         178     1.25914     1.27117 0.000967996
         179     1.28805     1.27127 0.000967167
         180     1.26707     1.27124 0.000962075
         181     1.24137     1.27108  0.00097081
         182     1.30652     1.27127 0.000984816
         183      1.2429     1.27112 0.000991562
         184     1.25722     1.27104 0.000989046
         185     1.27215     1.27105 0.000983718
         186     1.25774     1.27098 0.000981028
         187     1.27716     1.27101 0.000976338
         188     1.28061     1.27106 0.000972481
         189     1.22856     1.27084 0.000992991
         190     1.26308     1.27079 0.000988604
         191      1.2934     1.27091 0.000990486
         192     1.24742     1.27079 0.000992858
         193     1.29709     1.27093 0.000997022
         194     1.28345     1.27099 0.000993969
         195     1.25655     1.27092 0.000991626
         196     1.26844      1.2709 0.000986647
         197     1.29877     1.27105 0.000991727
         198     1.22128     1.27079  0.00101807
         199     1.29366     1.27091  0.00101942
         200     1.27627     1.27094  0.00101467
         201     1.29626     1.27106  0.00101741
         202     1.23809      1.2709  0.00102538
         203     1.27899     1.27094  0.00102111
         204     1.27095     1.27094   0.0010161
         205     1.25986     1.27089  0.00101258
         206     1.25624     1.27081  0.00101016
         207     1.25933     1.27076   0.0010068
         208     1.26527     1.27073  0.00100231
         209     1.25782     1.27067 0.000999413
         210     1.26966     1.27067 0.000994665
         211     1.28154     1.27072 0.000991287
         212     1.28254     1.27077 0.000988177
         213     1.26563     1.27075 0.000983832
         214     1.27219     1.27076 0.000979258
         215     1.26678     1.27074 0.000974878
         216     1.28431      1.2708 0.000972386
         217     1.26361     1.27077  0.00096847
         218      1.2617     1.27073  0.00096492
         219      1.3044     1.27088 0.000972689
         220     1.24433     1.27076 0.000975723
         221     1.25335     1.27068 0.000974484
         222     1.28358     1.27074 0.000971826
         223     1.24923     1.27064  0.00097224
         224     1.28412      1.2707 0.000969761
         225     1.25075     1.27061 0.000969496
         226     1.28035     1.27066 0.000966163
         227     1.27795     1.27069 0.000962441
         228     1.26487     1.27066 0.000958558
         229     1.28032      1.2707 0.000955299
         230     1.27295     1.27071 0.000951196
         231     1.26462     1.27069 0.000947444
         232     1.28689     1.27076 0.000945932
         233     1.25229     1.27068 0.000945186
         234     1.27501      1.2707 0.000941328
         235     1.27896     1.27073 0.000937978
         236     1.26078     1.27069 0.000934951
         237     1.25237     1.27061 0.000934195
         238     1.29169      1.2707 0.000934457
         239     1.26913     1.27069  0.00093057
         240     1.27317      1.2707  0.00092675
         241     1.27089     1.27071 0.000922905
         242     1.28228     1.27075  0.00092033
         243     1.29109     1.27084 0.000920341
         244     1.26196      1.2708 0.000917287
         245     1.28785     1.27087 0.000916179
         246     1.23351     1.27072 0.000924956
         247     1.28612     1.27078  0.00092331
         248     1.28073     1.27082 0.000920459
         249      1.2592     1.27077 0.000917945
         250       1.264     1.27075 0.000914674
         251      1.2669     1.27073 0.000911158
         252     1.26769     1.27072 0.000907622
         253     1.28516     1.27078 0.000905828
         254     1.24457     1.27067 0.000908121
         255     1.28916     1.27075 0.000907448
         256     1.25502     1.27068 0.000905979
         257     1.28449     1.27074 0.000904044
         258     1.24155     1.27063 0.000907592
         259     1.26886     1.27062 0.000904114
         260     1.30163     1.27074 0.000908472
         261     1.25061     1.27066 0.000908258
         262     1.25428      1.2706 0.000906941
         263     1.28038     1.27064 0.000904256
         264     1.28343     1.27068 0.000902128
         265     1.26296     1.27065 0.000899195
         266     1.25797     1.27061 0.000897078
         267     1.27594     1.27063  0.00089394
         268     1.26423      1.2706 0.000890923
         269     1.28111     1.27064 0.000888467
         270      1.2587      1.2706 0.000886276
         271     1.27547     1.27062 0.000883188
         272     1.26757      1.2706 0.000880012
         273     1.27101     1.27061  0.00087679
         274     1.28027     1.27064 0.000874299
         275     1.27017     1.27064 0.000871122
         276      1.2576     1.27059 0.000869245
         277      1.2765     1.27061 0.000866368
         278      1.2903     1.27068 0.000866141
         279     1.24549     1.27059 0.000867732
         280     1.26507     1.27057 0.000864857
         281     1.27286     1.27058 0.000861818
         282     1.28946     1.27065 0.000861358
         283     1.25852     1.27061  0.00085938
         284     1.25819     1.27056 0.000857466
         285     1.29035     1.27063 0.000857263
         286     1.26558     1.27061 0.000854448
         287     1.26555      1.2706 0.000851653
         288     1.26197     1.27057 0.000849223
         289     1.26091     1.27053 0.000846942
         290     1.26677     1.27052 0.000844121
         291     1.27072     1.27052  0.00084122
         292     1.27695     1.27054 0.000838628
         293     1.26284     1.27052 0.000836178
         294     1.27098     1.27052 0.000833335
         295     1.27665     1.27054 0.000830769
         296     1.26748     1.27053 0.000828027
         297     1.26299      1.2705 0.000825628
         298     1.27603     1.27052 0.000823066
         299     1.25809     1.27048 0.000821364
         300     1.27713      1.2705 0.000818925
         301      1.2761     1.27052 0.000816415
         302     1.25584     1.27047 0.000815157
         303     1.29041     1.27054 0.000815118
         304     1.27127     1.27054  0.00081244
         305     1.27384     1.27055 0.000809848
         306     1.26695     1.27054 0.000807287
         307     1.27193     1.27054 0.000804671
         308     1.26879     1.27054 0.000802078
         309     1.29376     1.27061 0.000802995
         310      1.2581     1.27057 0.000801419
         311     1.28474     1.27062 0.000800135
         312      1.2617     1.27059 0.000798082
         313     1.26989     1.27059 0.000795535
         314     1.27522      1.2706 0.000793138
         315     1.27602     1.27062 0.000790806
         316     1.27003     1.27062 0.000788306
         317     1.27379     1.27063 0.000785883
         318     1.24879     1.27056 0.000786408
         319     1.29044     1.27062 0.000786408
         320     1.27313     1.27063  0.00078399
         321     1.26652     1.27062 0.000781652
         322     1.27524     1.27063 0.000779356
         323     1.27626     1.27065 0.000777138
         324      1.2728     1.27066 0.000774768
         325     1.26734     1.27065 0.000772451
         326     1.27987     1.27067 0.000770599
         327      1.2645     1.27066 0.000768474
         328     1.28732     1.27071 0.000767809
         329     1.26636     1.27069 0.000765589
         330     1.26609     1.27068 0.000763396
         331     1.25588     1.27063 0.000762398
         332     1.27242     1.27064 0.000760121
         333      1.2871     1.27069 0.000759443
         334     1.26008     1.27066 0.000757834
         335     1.28116     1.27069  0.00075622
         336      1.2858     1.27073 0.000755307
         337     1.26002      1.2707 0.000753734
         338     1.28859     1.27075 0.000753361
         339     1.28552      1.2708 0.000752396
         340     1.22881     1.27067 0.000760248
         341     1.28249     1.27071 0.000758807
         342     1.27476     1.27072 0.000756681
         343     1.27591     1.27074 0.000754626
         344     1.27356     1.27074 0.000752477
         345     1.28143     1.27078 0.000750934
         346      1.2662     1.27076 0.000748879
         347     1.23407     1.27066 0.000754151
         348     1.29902     1.27074 0.000756375
         349     1.27925     1.27076 0.000754601
         350     1.25718     1.27072 0.000753442
         351     1.26395      1.2707 0.000751543
         352     1.28486     1.27074 0.000750483
         353     1.26567     1.27073 0.000748495
         354     1.27395     1.27074 0.000746436
         355     1.29328      1.2708  0.00074703
         356     1.27049      1.2708 0.000744932
         357     1.23734     1.27071 0.000748718
         358     1.28175     1.27074 0.000747261
         359     1.26857     1.27073 0.000745204
         360     1.29107     1.27079 0.000745271
         361     1.26266     1.27077 0.000743547
         362     1.29844     1.27084 0.000745413
         363     1.24183     1.27076 0.000747633
         364     1.27292     1.27077 0.000745603
         365     1.27487     1.27078 0.000743645
         366     1.26472     1.27076 0.000741797
         367     1.26911     1.27076 0.000739789
         368     1.27209     1.27076 0.000737788
         369      1.2767     1.27078 0.000735964
         370     1.26091     1.27075 0.000734457
         371     1.25673     1.27071  0.00073345
         372     1.28358     1.27075 0.000732293
         373     1.25897     1.27072  0.00073101
         374     1.28062     1.27074 0.000729535
         375     1.25069     1.27069 0.000729546
         376     1.28442     1.27073 0.000728519
         377     1.25826     1.27069 0.000727337
         378     1.27248      1.2707 0.000725428
         379     1.28796     1.27074 0.000724942
         380     1.26263     1.27072 0.000723348
         381     1.28513     1.27076 0.000722438
         382      1.2854      1.2708 0.000721562
         383     1.25602     1.27076  0.00072071
         384     1.26972     1.27076 0.000718838
         385     1.27637     1.27077 0.000717118
         386     1.25696     1.27074 0.000716153
         387     1.25961     1.27071 0.000714879
         388     1.28152     1.27074  0.00071358
         389     1.28143     1.27076 0.000712275
         390     1.24874     1.27071 0.000712683
         391     1.23993     1.27063 0.000715195
         392     1.30518     1.27072 0.000718783
         393     1.24494     1.27065 0.000719941
         394     1.27141     1.27065 0.000718116
         395     1.26611     1.27064  0.00071639
         396     1.26071     1.27062  0.00071502
         397     1.27026     1.27062 0.000713219
         398     1.25078     1.27057 0.000713165
         399      1.2955     1.27063 0.000714111
         400     1.25613     1.27059 0.000713245
         401     1.26234     1.27057 0.000711763
         402     1.28084      1.2706 0.000710451
         403     1.26818     1.27059 0.000708713
         404     1.26449     1.27058 0.000707119
         405     1.26716     1.27057 0.000705424
         406     1.28903     1.27061 0.000705151
         407      1.2575     1.27058 0.000704154
         408      1.2491     1.27053 0.000704393
         409     1.30179      1.2706 0.000706806
         410     1.25287     1.27056 0.000706405
         411     1.27582     1.27057 0.000704802
         412     1.28648     1.27061 0.000704148
         413     1.28547     1.27065 0.000703362
         414     1.25288     1.27061 0.000702972
         415     1.26365     1.27059 0.000701478
         416     1.26737     1.27058 0.000699834
         417     1.27362     1.27059 0.000698194
         418     1.28816     1.27063 0.000697789
         419     1.24563     1.27057 0.000698669
         420     1.28364      1.2706 0.000697699
         421     1.25573     1.27057 0.000696935
         422     1.27686     1.27058 0.000695443
         423     1.27169     1.27058 0.000693804
         424     1.26035     1.27056 0.000692588
         425     1.28987     1.27061 0.000692447
         426     1.26652      1.2706 0.000690888
         427     1.28327     1.27063 0.000689908
         428     1.26936     1.27062 0.000688302
         429     1.24922     1.27057 0.000688503
         430     1.27156     1.27057 0.000686906
         431     1.30142     1.27065 0.000689031
         432     1.23502     1.27056 0.000692355
         433     1.27866     1.27058 0.000691008
         434       1.273     1.27059 0.000689439
         435     1.23432      1.2705 0.000692876
         436     1.27471     1.27051 0.000691354
         437     1.27427     1.27052 0.000689825
         438       1.264     1.27051 0.000688411
         439     1.26211     1.27049 0.000687109
         440     1.26525     1.27048 0.000685651
         441     1.29125     1.27052 0.000685712
         442     1.26407     1.27051 0.000684316
         443     1.25402     1.27047 0.000683783
         444     1.28072      1.2705 0.000682632
         445     1.27246      1.2705 0.000681112
         446     1.27198      1.2705 0.000679593
         447     1.27516     1.27051 0.000678152
         448     1.26141     1.27049 0.000676943
         449     1.28863     1.27053  0.00067664
         450     1.27544     1.27054 0.000675224
         451     1.27125     1.27055 0.000673728
         452     1.24321     1.27049 0.000674946
         453     1.28622     1.27052  0.00067435
         454     1.28038     1.27054 0.000673214
         455     1.26275     1.27052 0.000671952
         456     1.25283     1.27049 0.000671598
         457     1.27987     1.27051 0.000670442
         458     1.26448     1.27049 0.000669108
         459     1.26695     1.27049 0.000667695
         460     1.25575     1.27045 0.000667012
         461     1.27319     1.27046 0.000665591
         462     1.26086     1.27044 0.000664474
         463     1.28179     1.27046 0.000663491
         464     1.26522     1.27045 0.000662157
         465     1.28692     1.27049  0.00066168
         466     1.26369     1.27047 0.000660421
         467     1.27012     1.27047 0.000659007
         468     1.28574      1.2705 0.000658406
         469     1.25904     1.27048 0.000657456
         470     1.26864     1.27048 0.000656068
         471     1.26055     1.27046 0.000655014
         472     1.28301     1.27048 0.000654166
         473     1.28916     1.27052 0.000653974
         474     1.26904     1.27052 0.000652602
