#     BLOCK:   ACTUAL_P:     P_AVE:       ERROR:
           1   0.0589706   0.0589706           0
           2   0.0589705   0.0589705 2.90805e-09
           3   0.0589705   0.0589705 4.14761e-09
           4   0.0589705   0.0589705  4.5387e-09
           5   0.0589705   0.0589705 4.95443e-09
           6   0.0589705   0.0589705 5.40381e-09
           7   0.0589705   0.0589705 5.68139e-09
           8   0.0589705   0.0589705 5.76932e-09
           9   0.0589705   0.0589705 5.88201e-09
          10   0.0589705   0.0589705 6.09643e-09
          11   0.0589705   0.0589705 6.24119e-09
          12   0.0589705   0.0589705 6.35646e-09
          13   0.0589705   0.0589705 6.54479e-09
          14   0.0589705   0.0589705 6.74118e-09
          15   0.0589705   0.0589705 6.97767e-09
          16   0.0589705   0.0589705 7.14225e-09
          17   0.0589704   0.0589705 7.34888e-09
          18   0.0589704   0.0589705 7.64845e-09
          19   0.0589704   0.0589705 7.91119e-09
          20   0.0589704   0.0589705 8.22785e-09
