#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1    -4.66732    -4.66732           0
           2    -4.66235    -4.66484  0.00175652
           3    -4.65592    -4.66186  0.00269439
           4    -4.65133    -4.65923  0.00304697
           5     -4.6464    -4.65666  0.00334838
           6     -4.6401     -4.6539  0.00375988
           7    -4.63538    -4.65126  0.00404819
           8    -4.63233    -4.64889  0.00417691
           9    -4.62801    -4.64657  0.00430914
          10    -4.62154    -4.64407  0.00454768
          11    -4.61756    -4.64166  0.00472992
          12    -4.61336     -4.6393  0.00488831
          13    -4.60828    -4.63691  0.00506136
          14    -4.60338    -4.63452  0.00523602
          15    -4.59696    -4.63201  0.00545294
          16    -4.59149    -4.62948  0.00566992
          17    -4.58204    -4.62669  0.00598394
          18    -4.57167    -4.62363  0.00638464
          19    -4.56276    -4.62043  0.00680508
          20    -4.55089    -4.61695  0.00729922
