#     BLOCK:   ACTUAL_KE:    KE_AVE:      ERROR:
           1       1.695       1.695           0
           2       1.695       1.695           0
           3       1.695       1.695           0
           4       1.695       1.695           0
           5       1.695       1.695 9.42432e-09
           6       1.695       1.695           0
           7       1.695       1.695           0
           8       1.695       1.695           0
           9       1.695       1.695           0
          10       1.695       1.695   6.664e-09
          11       1.695       1.695 6.35388e-09
          12       1.695       1.695 1.05367e-08
          13       1.695       1.695 8.26568e-09
          14       1.695       1.695 7.96501e-09
          15       1.695       1.695 9.42432e-09
          16       1.695       1.695 9.12506e-09
          17       1.695       1.695 8.85261e-09
          18       1.695       1.695 7.02447e-09
          19       1.695       1.695 6.83712e-09
          20       1.695       1.695           0
