#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
           1        1.11        1.11           0
           2        1.11        1.11           0
           3        1.11        1.11           0
           4        1.11        1.11           0
           5        1.11        1.11           0
           6        1.11        1.11           0
           7        1.11        1.11           0
           8        1.11        1.11           0
           9        1.11        1.11           0
          10        1.11        1.11 4.71216e-09
          11        1.11        1.11 4.49287e-09
          12        1.11        1.11 4.30159e-09
          13        1.11        1.11 4.13284e-09
          14        1.11        1.11  3.9825e-09
          15        1.11        1.11           0
          16        1.11        1.11           0
          17        1.11        1.11           0
          18        1.11        1.11 3.51224e-09
          19        1.11        1.11 3.41856e-09
          20        1.11        1.11   3.332e-09
          21        1.11        1.11  3.2517e-09
          22        1.11        1.11 3.17694e-09
          23        1.11        1.11 4.39411e-09
          24        1.11        1.11 4.30159e-09
          25        1.11        1.11 4.21468e-09
          26        1.11        1.11 2.92236e-09
          27        1.11        1.11 2.86773e-09
          28        1.11        1.11  3.9825e-09
          29        1.11        1.11 3.91324e-09
          30        1.11        1.11 3.84746e-09
          31        1.11        1.11           0
          32        1.11        1.11           0
          33        1.11        1.11           0
          34        1.11        1.11  4.4263e-09
          35        1.11        1.11 4.36261e-09
          36        1.11        1.11 5.55333e-09
          37        1.11        1.11 5.47778e-09
          38        1.11        1.11 5.40522e-09
          39        1.11        1.11 5.84472e-09
          40        1.11        1.11 5.77119e-09
          41        1.11        1.11 5.70038e-09
          42        1.11        1.11 5.63211e-09
          43        1.11        1.11 6.42733e-09
          44        1.11        1.11 6.35388e-09
          45        1.11        1.11 6.28288e-09
          46        1.11        1.11 6.21421e-09
          47        1.11        1.11 6.14775e-09
          48        1.11        1.11 7.13339e-09
          49        1.11        1.11 7.06022e-09
          50        1.11        1.11 6.98926e-09
          51        1.11        1.11  6.9204e-09
          52        1.11        1.11 6.85354e-09
          53        1.11        1.11 7.65854e-09
          54        1.11        1.11  7.8536e-09
          55        1.11        1.11 7.78188e-09
          56        1.11        1.11 7.96501e-09
          57        1.11        1.11 7.89483e-09
          58        1.11        1.11 8.06734e-09
          59        1.11        1.11 7.99868e-09
          60        1.11        1.11 8.38535e-09
          61        1.11        1.11 8.53238e-09
          62        1.11        1.11 8.46329e-09
          63        1.11        1.11 8.60319e-09
          64        1.11        1.11 8.53571e-09
          65        1.11        1.11  8.4698e-09
          66        1.11        1.11 8.60319e-09
          67        1.11        1.11 8.53875e-09
          68        1.11        1.11 8.47573e-09
          69        1.11        1.11 8.96945e-09
          70        1.11        1.11 8.90515e-09
          71        1.11        1.11 8.84221e-09
          72        1.11        1.11 8.95448e-09
          73        1.11        1.11 8.89294e-09
          74        1.11        1.11 8.83265e-09
          75        1.11        1.11  8.9407e-09
          76        1.11        1.11 8.88168e-09
          77        1.11        1.11 8.82382e-09
          78        1.11        1.11 8.76707e-09
          79        1.11        1.11 8.87127e-09
          80        1.11        1.11 8.81565e-09
          81        1.11        1.11 8.76106e-09
          82        1.11        1.11 9.01309e-09
          83        1.11        1.11 8.95863e-09
          84        1.11        1.11 9.05235e-09
          85        1.11        1.11 8.99894e-09
          86        1.11        1.11 8.94647e-09
          87        1.11        1.11 8.89491e-09
          88        1.11        1.11 8.98574e-09
          89        1.11        1.11 8.93511e-09
          90        1.11        1.11 8.88534e-09
          91        1.11        1.11 8.83638e-09
          92        1.11        1.11 8.78823e-09
          93        1.11        1.11 8.74085e-09
          94        1.11        1.11 8.82903e-09
          95        1.11        1.11 8.78244e-09
          96        1.11        1.11 8.73658e-09
          97        1.11        1.11 8.69143e-09
          98        1.11        1.11 8.64697e-09
          99        1.11        1.11 8.60319e-09
         100        1.11        1.11 9.06402e-09
         101        1.11        1.11 9.01904e-09
         102        1.11        1.11 8.97472e-09
         103        1.11        1.11 8.93105e-09
         104        1.11        1.11 8.88801e-09
         105        1.11        1.11 8.84558e-09
         106        1.11        1.11 8.68397e-09
         107        1.11        1.11  8.6433e-09
         108        1.11        1.11 8.48286e-09
         109        1.11        1.11 8.44386e-09
         110        1.11        1.11 8.40539e-09
         111        1.11        1.11 8.24704e-09
         112        1.11        1.11 8.21014e-09
         113        1.11        1.11 8.05263e-09
         114        1.11        1.11 8.01724e-09
         115        1.11        1.11  7.9823e-09
         116        1.11        1.11 7.82647e-09
         117        1.11        1.11 7.79296e-09
         118        1.11        1.11 7.63765e-09
         119        1.11        1.11 7.60549e-09
         120        1.11        1.11 7.57374e-09
         121        1.11        1.11 7.41973e-09
         122        1.11        1.11 7.38926e-09
         123        1.11        1.11 7.35916e-09
         124        1.11        1.11 7.20623e-09
         125        1.11        1.11 7.17735e-09
         126        1.11        1.11 7.14881e-09
         127        1.11        1.11 6.99676e-09
         128        1.11        1.11 6.96938e-09
         129        1.11        1.11 6.94231e-09
         130        1.11        1.11 6.79095e-09
         131        1.11        1.11 6.76498e-09
         132        1.11        1.11  6.7393e-09
         133        1.11        1.11 6.58842e-09
