#     BLOCK:  ACTUAL_PE:     PE_AVE:      ERROR:
           1    -7.82336    -7.82336           0
           2    -7.76395    -7.79365   0.0210066
           3    -7.69548    -7.76093   0.0301677
           4    -7.65312    -7.73398   0.0325079
           5    -7.61096    -7.70937   0.0340671
           6    -7.56523    -7.68535   0.0358735
           7    -7.53982    -7.66456   0.0362758
           8    -7.52114    -7.64663   0.0358989
           9    -7.49705    -7.63001   0.0355498
          10    -7.46051    -7.61306   0.0358083
          11    -7.44538    -7.59782   0.0356505
          12    -7.43041    -7.58387    0.035304
          13    -7.39826    -7.56959   0.0353576
          14    -7.38123    -7.55614   0.0352991
          15    -7.35446    -7.54269   0.0354139
          16    -7.32875    -7.52932   0.0356356
          17    -7.30368    -7.51605   0.0359263
          18    -7.26708    -7.50222   0.0364959
          19    -7.23328    -7.48806   0.0372188
          20    -7.18949    -7.47313   0.0382347
