#     BLOCK:   ACTUAL_P:     P_AVE:       ERROR:
           1    0.847362    0.847362           0
           2    0.850223    0.848793   0.0010118
           3    0.853536    0.850374  0.00145655
           4    0.855513    0.851659  0.00155937
           5    0.857606    0.852848  0.00163952
           6     0.85988     0.85402  0.00173537
           7    0.861181    0.855043  0.00176342
           8    0.862107    0.855926  0.00175016
           9    0.863287    0.856744   0.0017363
          10    0.865156    0.857585  0.00175464
          11     0.86584    0.858336  0.00174827
          12    0.866639    0.859028  0.00173413
          13    0.868312    0.859742  0.00174161
          14    0.869117    0.860411  0.00174119
          15    0.870398    0.861077  0.00174776
          16    0.871665    0.861739  0.00175935
          17    0.872877    0.862394  0.00177367
          18    0.874831    0.863085  0.00180469
          19     0.87646    0.863789  0.00184188
          20     0.87865    0.864532  0.00189376
