#     BLOCK:   ACTUAL_P:     P_AVE:       ERROR:
           1    0.051038    0.051038           0
           2   0.0516128   0.0513254 0.000203225
           3   0.0536639   0.0521049 0.000650719
           4   0.0564577   0.0531931  0.00106127
           5   0.0578799   0.0541305   0.0011932
           6   0.0590508   0.0549505  0.00124463
           7   0.0598094   0.0556447  0.00124543
           8     0.06013   0.0562053  0.00120939
           9   0.0611647   0.0567564  0.00119397
          10   0.0626286   0.0573436  0.00121039
          11   0.0623611   0.0577997  0.00118319
          12   0.0617992    0.058133  0.00113056
          13   0.0618344   0.0584177  0.00107885
          14   0.0612052   0.0586168  0.00101999
          15   0.0611869   0.0587882 0.000966276
          16   0.0614789   0.0589563 0.000920402
          17   0.0626364   0.0591728 0.000891354
          18   0.0631926   0.0593961 0.000869361
          19   0.0617848   0.0595219 0.000832645
          20   0.0604395   0.0595677 0.000792276
          21   0.0613275   0.0596515 0.000758968
          22   0.0621398   0.0597646 0.000732848
          23   0.0626078   0.0598883 0.000711334
          24   0.0610251   0.0599356  0.00068327
          25   0.0602867   0.0599497 0.000656084
          26   0.0609638   0.0599887 0.000632008
          27   0.0605826   0.0600107 0.000608983
          28   0.0607322   0.0600364 0.000587779
          29   0.0615387   0.0600882 0.000569788
          30   0.0616289   0.0601396 0.000553105
          31   0.0628053   0.0602256 0.000541906
          32   0.0635534   0.0603296 0.000534857
          33   0.0638069    0.060435 0.000528927
          34   0.0643112    0.060549 0.000525514
          35   0.0635222   0.0606339  0.00051732
          36   0.0630002   0.0606996 0.000507108
          37   0.0626892   0.0607534 0.000496245
          38   0.0623878   0.0607964 0.000485047
          39   0.0622708   0.0608342  0.00047408
          40   0.0616289   0.0608541 0.000462644
          41   0.0616586   0.0608737 0.000451776
          42   0.0637488   0.0609422 0.000446176
          43   0.0648417   0.0610329  0.00044492
          44   0.0639207   0.0610985 0.000439623
          45   0.0631855   0.0611449 0.000432293
          46   0.0636948   0.0612003 0.000426435
          47   0.0630888   0.0612405  0.00041925
          48   0.0630388    0.061278 0.000412187
          49   0.0633402     0.06132 0.000405918
          50   0.0632976   0.0613596 0.000399721
          51   0.0630376   0.0613925 0.000393236
          52   0.0632843   0.0614289 0.000387352
          53    0.063605   0.0614699 0.000382214
          54   0.0623227   0.0614857 0.000375462
          55   0.0619888   0.0614949 0.000368747
          56   0.0623775   0.0615106 0.000362499
          57   0.0629994   0.0615367 0.000357079
          58   0.0627168   0.0615571 0.000351501
          59   0.0614297   0.0615549  0.00034555
          60   0.0611424   0.0615481  0.00033986
          61   0.0618961   0.0615538 0.000334336
          62   0.0618582   0.0615587 0.000328979
          63   0.0628245   0.0615788 0.000324371
          64   0.0632066   0.0616042 0.000320298
          65   0.0628839   0.0616239 0.000315975
          66   0.0629773   0.0616444 0.000311852
          67   0.0623128   0.0616544 0.000307357
          68   0.0614112   0.0616508 0.000302858
          69   0.0602481   0.0616305  0.00029915
          70   0.0598344   0.0616048 0.000295975
          71   0.0609191   0.0615952 0.000291964
          72   0.0614978   0.0615938 0.000287912
          73   0.0621124   0.0616009 0.000284055
          74   0.0625498   0.0616137 0.000280506
          75   0.0624872   0.0616254 0.000277008
          76   0.0615029   0.0616238 0.000273368
          77   0.0601065   0.0616041 0.000270527
          78   0.0604633   0.0615894 0.000267453
          79   0.0604064   0.0615745 0.000264487
          80   0.0598681   0.0615531 0.000262039
          81   0.0604014   0.0615389  0.00025919
          82   0.0602006   0.0615226 0.000256542
          83   0.0601675   0.0615063  0.00025397
          84    0.061116   0.0615016 0.000250989
          85   0.0626611   0.0615153 0.000248407
          86   0.0645867    0.061551 0.000248073
          87   0.0645353   0.0615853 0.000247582
          88   0.0632926   0.0616047 0.000245527
          89   0.0621752   0.0616111 0.000242852
          90   0.0618963   0.0616143 0.000240174
          91   0.0625663   0.0616247 0.000237763
          92   0.0627187   0.0616366 0.000235476
          93   0.0618692   0.0616391 0.000232957
          94   0.0619932   0.0616429 0.000230509
          95   0.0624129    0.061651 0.000228225
          96   0.0629879   0.0616649 0.000226272
          97   0.0626078   0.0616746 0.000224148
          98   0.0619657   0.0616776 0.000221881
          99   0.0611963   0.0616727 0.000219693
         100   0.0599783   0.0616558 0.000218148
         101   0.0605655    0.061645 0.000216255
         102   0.0620998   0.0616495 0.000214181
         103    0.063204   0.0616645 0.000212633
         104   0.0643141     0.06169 0.000212109
         105   0.0643751   0.0617156 0.000211625
         106   0.0646203    0.061743 0.000211395
         107   0.0649141   0.0617726 0.000211487
         108   0.0645814   0.0617986 0.000211121
         109   0.0645821   0.0618242 0.000210723
         110    0.064821   0.0618514 0.000210561
         111   0.0638002    0.061869 0.000209395
         112   0.0640017    0.061888  0.00020839
         113   0.0636484   0.0619036 0.000207127
         114   0.0640818   0.0619227 0.000206189
         115   0.0640981   0.0619416 0.000205262
         116   0.0641824   0.0619609   0.0002044
         117   0.0634441   0.0619736 0.000203045
         118   0.0623652   0.0619769 0.000201352
         119    0.062584    0.061982 0.000199724
         120   0.0629242   0.0619899 0.000198214
         121   0.0632967   0.0620007  0.00019687
         122   0.0657371   0.0620313 0.000197624
         123   0.0662634   0.0620657  0.00019899
         124   0.0650937   0.0620901 0.000198878
         125   0.0643393   0.0621081 0.000198099
         126   0.0646306   0.0621282 0.000197536
         127   0.0646389   0.0621479 0.000196968
         128   0.0649788     0.06217 0.000196667
         129   0.0645362   0.0621884 0.000195996
         130   0.0641638   0.0622036 0.000195076
         131   0.0640278   0.0622175 0.000194083
         132   0.0641299    0.062232 0.000193153
         133   0.0633392   0.0622403  0.00019188
         134   0.0631127   0.0622468 0.000190558
         135   0.0639255   0.0622593 0.000189552
         136   0.0640453   0.0622724 0.000188613
         137   0.0630494   0.0622781 0.000187321
         138    0.062339   0.0622785 0.000185964
         139   0.0626301    0.062281 0.000184644
         140    0.062763   0.0622845 0.000183357
         141   0.0627574   0.0622878 0.000182087
         142   0.0632888   0.0622949 0.000180941
         143   0.0638718   0.0623059 0.000180012
