#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1    -4.77232    -4.77232           0
           2    -4.76735    -4.76984  0.00175652
           3    -4.76092    -4.76686  0.00269322
           4    -4.75634    -4.76423  0.00304429
           5    -4.75143    -4.76167  0.00334316
           6    -4.74515    -4.75892  0.00375293
           7    -4.74045    -4.75628  0.00403936
           8    -4.73739    -4.75392  0.00416759
           9    -4.73308     -4.7516  0.00430002
          10    -4.72662    -4.74911  0.00453804
          11    -4.72269     -4.7467  0.00471844
          12    -4.71851    -4.74435  0.00487528
          13    -4.71344    -4.74198  0.00504708
          14    -4.70854    -4.73959   0.0052211
          15    -4.70206    -4.73709  0.00543954
          16    -4.69659    -4.73456  0.00565781
          17    -4.68712    -4.73177  0.00597357
          18     -4.6768    -4.72871  0.00637459
          19    -4.66796    -4.72551   0.0067939
          20    -4.65621    -4.72205  0.00728454
