#     BLOCK:   ACTUAL_P:     P_AVE:       ERROR:
           1    0.790688    0.790688           0
           2    0.791053     0.79087 0.000129118
           3    0.791503    0.791081 0.000192542
           4    0.791802    0.791261 0.000212563
           5    0.792141    0.791437 0.000231699
           6    0.792531     0.79162 0.000254897
           7    0.792809    0.791789 0.000269197
           8    0.792993     0.79194  0.00027436
           9    0.793262    0.792087 0.000280463
          10    0.793641    0.792242 0.000292308
          11    0.793872     0.79239 0.000300944
          12    0.794109    0.792534 0.000308063
          13    0.794454    0.792681 0.000317819
          14    0.794749    0.792829 0.000327651
          15    0.795132    0.792982 0.000339872
          16    0.795388    0.793133 0.000350321
          17    0.795862    0.793293 0.000364642
          18    0.796444    0.793468 0.000384092
          19    0.796848    0.793646 0.000402973
          20    0.797457    0.793837 0.000425498
