#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1     1.75316     1.75316           0
           2     1.75315     1.75315 3.11067e-06
           3     1.75314     1.75315 4.53485e-06
           4     1.75313     1.75315 4.93989e-06
           5     1.75312     1.75314 5.39519e-06
           6     1.75312     1.75314 5.87049e-06
           7     1.75311     1.75313 6.16696e-06
           8     1.75311     1.75313 6.27218e-06
           9      1.7531     1.75313 6.39331e-06
          10     1.75309     1.75312 6.61706e-06
          11     1.75309     1.75312 6.77139e-06
          12     1.75308     1.75312 6.89419e-06
          13     1.75307     1.75311 7.10172e-06
          14     1.75307     1.75311 7.31201e-06
          15     1.75306     1.75311 7.56769e-06
          16     1.75305      1.7531 7.75015e-06
          17     1.75305      1.7531 7.97541e-06
          18     1.75304      1.7531 8.29901e-06
          19     1.75303     1.75309  8.5888e-06
          20     1.75302     1.75309 8.93563e-06
