#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
           1        1.19        1.19           0
           2        1.19        1.19           0
           3        1.19        1.19 8.60319e-09
           4        1.19        1.19           0
           5        1.19        1.19           0
           6        1.19        1.19 6.08337e-09
           7        1.19        1.19 5.63211e-09
           8        1.19        1.19 5.26836e-09
           9        1.19        1.19 4.96705e-09
          10        1.19        1.19 4.71216e-09
          11        1.19        1.19 4.49287e-09
          12        1.19        1.19 4.30159e-09
          13        1.19        1.19 4.13284e-09
          14        1.19        1.19  3.9825e-09
          15        1.19        1.19 3.84746e-09
          16        1.19        1.19 3.72529e-09
          17        1.19        1.19 3.61406e-09
          18        1.19        1.19 3.51224e-09
          19        1.19        1.19 3.41856e-09
          20        1.19        1.19   3.332e-09
