#     BLOCK:  ACTUAL_PE:     PE_AVE:      ERROR:
           1  -0.0318415  -0.0318415           0
           2  -0.0318503  -0.0318459 3.11063e-06
           3  -0.0318607  -0.0318508 4.53484e-06
           4  -0.0318673  -0.0318549 4.93988e-06
           5  -0.0318755   -0.031859  5.3952e-06
           6  -0.0318839  -0.0318632  5.8705e-06
           7  -0.0318901   -0.031867 6.16697e-06
           8  -0.0318944  -0.0318704 6.27219e-06
           9  -0.0319003  -0.0318738 6.39332e-06
          10  -0.0319082  -0.0318772 6.61706e-06
          11  -0.0319131  -0.0318805  6.7714e-06
          12  -0.0319181  -0.0318836  6.8942e-06
          13  -0.0319263  -0.0318869 7.10173e-06
          14  -0.0319328  -0.0318902 7.31201e-06
          15  -0.0319409  -0.0318935  7.5677e-06
          16  -0.0319451  -0.0318968 7.75016e-06
          17  -0.0319533  -0.0319001 7.97541e-06
          18  -0.0319646  -0.0319037 8.29901e-06
          19  -0.0319712  -0.0319072  8.5888e-06
          20   -0.031982   -0.031911 8.93563e-06
