#     BLOCK:   ACTUAL_P:     P_AVE:       ERROR:
           1    0.499498    0.499498           0
           2    0.503062     0.50128  0.00125983
           3    0.507269    0.503276  0.00183372
           4    0.497338    0.501792  0.00188259
           5     0.50929    0.503291  0.00201672
           6    0.505716    0.503696  0.00172062
           7    0.503762    0.503705  0.00147484
           8    0.503075    0.503626  0.00129259
           9    0.504284    0.503699  0.00115103
          10    0.502626    0.503592  0.00104092
          11    0.498945     0.50317  0.00102845
          12    0.505777    0.503387 0.000965425
          13    0.505404    0.503542 0.000903545
          14    0.497172    0.503087 0.000946676
          15    0.504311    0.503169 0.000887072
          16    0.504305     0.50324 0.000834468
          17    0.505592    0.503378 0.000796771
          18    0.499407    0.503157 0.000782449
          19    0.504564    0.503231 0.000744762
          20      0.5094     0.50354 0.000768742
          21     0.49968    0.503356 0.000753785
          22    0.506755    0.503511 0.000735183
          23    0.505651    0.503604 0.000709085
          24    0.502949    0.503576 0.000680065
          25    0.498692    0.503381 0.000680345
          26     0.50425    0.503414 0.000654999
          27     0.50342    0.503415  0.00063074
          28     0.50493    0.503469 0.000610531
          29    0.501843    0.503413 0.000592046
          30    0.500462    0.503314 0.000580423
          31    0.501825    0.503266 0.000563684
          32    0.506697    0.503373 0.000556172
          33    0.502601     0.50335  0.00053981
          34    0.501135    0.503285 0.000527849
          35    0.508944    0.503447 0.000536958
          36    0.509196    0.503606  0.00054528
          37    0.498497    0.503468 0.000547747
          38    0.505543    0.503523 0.000536047
          39     0.50329    0.503517 0.000522336
          40    0.502386    0.503489 0.000510042
          41    0.500688     0.50342 0.000502154
          42    0.510656    0.503593 0.000518907
          43    0.507764     0.50369 0.000515829
          44    0.496443    0.503525 0.000529743
          45    0.508392    0.503633 0.000528895
          46    0.506489    0.503695 0.000521028
          47     0.49536    0.503518 0.000539282
          48      0.5084     0.50362 0.000537553
          49    0.505651    0.503661 0.000528178
          50    0.500137     0.50359 0.000522296
          51    0.502181    0.503563 0.000512786
          52    0.501994    0.503533 0.000503811
          53    0.505192    0.503564 0.000495277
          54    0.505275    0.503596 0.000487117
